t 	 error 
0.21375	-4.43479
0.2138	-4.43491
0.21385	-4.43503
0.2139	-4.43514
0.21395	-4.43526
0.214	-4.43538
0.21405	-4.4355
0.2141	-4.43562
0.21415	-4.43573
0.2142	-4.43585
0.21425	-4.43597
0.2143	-4.43609
0.21435	-4.4362
0.2144	-4.43632
0.21445	-4.43644
0.2145	-4.43656
0.21455	-4.43668
0.2146	-4.43679
0.21465	-4.43691
0.2147	-4.43703
0.21475	-4.43715
0.2148	-4.43726
0.21485	-4.43738
0.2149	-4.4375
0.21495	-4.43762
0.215	-4.43773
0.21505	-4.43785
0.2151	-4.43797
0.21515	-4.43808
0.2152	-4.4382
0.21525	-4.43832
0.2153	-4.43844
0.21535	-4.43855
0.2154	-4.43867
0.21545	-4.43879
0.2155	-4.43891
0.21555	-4.43902
0.2156	-4.43914
0.21565	-4.43926
0.2157	-4.43937
0.21575	-4.43949
0.2158	-4.43961
0.21585	-4.43973
0.2159	-4.43984
0.21595	-4.43996
0.216	-4.44008
0.21605	-4.44019
0.2161	-4.44031
0.21615	-4.44043
0.2162	-4.44055
0.21625	-4.44066
0.2163	-4.44078
0.21635	-4.4409
0.2164	-4.44101
0.21645	-4.44113
0.2165	-4.44125
0.21655	-4.44136
0.2166	-4.44148
0.21665	-4.4416
0.2167	-4.44171
0.21675	-4.44183
0.2168	-4.44195
0.21685	-4.44206
0.2169	-4.44218
0.21695	-4.4423
0.217	-4.44241
0.21705	-4.44253
0.2171	-4.44265
0.21715	-4.44276
0.2172	-4.44288
0.21725	-4.443
0.2173	-4.44311
0.21735	-4.44323
0.2174	-4.44335
0.21745	-4.44346
0.2175	-4.44358
0.21755	-4.4437
0.2176	-4.44381
0.21765	-4.44393
0.2177	-4.44405
0.21775	-4.44416
0.2178	-4.44428
0.21785	-4.44439
0.2179	-4.44451
0.21795	-4.44463
0.218	-4.44474
0.21805	-4.44486
0.2181	-4.44498
0.21815	-4.44509
0.2182	-4.44521
0.21825	-4.44532
0.2183	-4.44544
0.21835	-4.44556
0.2184	-4.44567
0.21845	-4.44579
0.2185	-4.4459
0.21855	-4.44602
0.2186	-4.44614
0.21865	-4.44625
0.2187	-4.44637
0.21875	-4.44648
0.2188	-4.4466
0.21885	-4.44672
0.2189	-4.44683
0.21895	-4.44695
0.219	-4.44706
0.21905	-4.44718
0.2191	-4.4473
0.21915	-4.44741
0.2192	-4.44753
0.21925	-4.44764
0.2193	-4.44776
0.21935	-4.44788
0.2194	-4.44799
0.21945	-4.44811
0.2195	-4.44822
0.21955	-4.44834
0.2196	-4.44845
0.21965	-4.44857
0.2197	-4.44869
0.21975	-4.4488
0.2198	-4.44892
0.21985	-4.44903
0.2199	-4.44915
0.21995	-4.44926
0.22	-4.44938
0.22005	-4.44949
0.2201	-4.44961
0.22015	-4.44972
0.2202	-4.44984
0.22025	-4.44996
0.2203	-4.45007
0.22035	-4.45019
0.2204	-4.4503
0.22045	-4.45042
0.2205	-4.45053
0.22055	-4.45065
0.2206	-4.45076
0.22065	-4.45088
0.2207	-4.45099
0.22075	-4.45111
0.2208	-4.45122
0.22085	-4.45134
0.2209	-4.45145
0.22095	-4.45157
0.221	-4.45168
0.22105	-4.4518
0.2211	-4.45192
0.22115	-4.45203
0.2212	-4.45215
0.22125	-4.45226
0.2213	-4.45238
0.22135	-4.45249
0.2214	-4.45261
0.22145	-4.45272
0.2215	-4.45284
0.22155	-4.45295
0.2216	-4.45307
0.22165	-4.45318
0.2217	-4.45329
0.22175	-4.45341
0.2218	-4.45352
0.22185	-4.45364
0.2219	-4.45375
0.22195	-4.45387
0.222	-4.45398
0.22205	-4.4541
0.2221	-4.45421
0.22215	-4.45433
0.2222	-4.45444
0.22225	-4.45456
0.2223	-4.45467
0.22235	-4.45479
0.2224	-4.4549
0.22245	-4.45502
0.2225	-4.45513
0.22255	-4.45525
0.2226	-4.45536
0.22265	-4.45547
0.2227	-4.45559
0.22275	-4.4557
0.2228	-4.45582
0.22285	-4.45593
0.2229	-4.45604
0.22295	-4.45616
0.223	-4.45627
0.22305	-4.45638
0.2231	-4.4565
0.22315	-4.45661
0.2232	-4.45672
0.22325	-4.45684
0.2233	-4.45695
0.22335	-4.45706
0.2234	-4.45717
0.22345	-4.45729
0.2235	-4.4574
0.22355	-4.45751
0.2236	-4.45763
0.22365	-4.45774
0.2237	-4.45785
0.22375	-4.45796
0.2238	-4.45808
0.22385	-4.45819
0.2239	-4.4583
0.22395	-4.45842
0.224	-4.45853
0.22405	-4.45864
0.2241	-4.45875
0.22415	-4.45887
0.2242	-4.45898
0.22425	-4.45909
0.2243	-4.4592
0.22435	-4.45932
0.2244	-4.45943
0.22445	-4.45954
0.2245	-4.45966
0.22455	-4.45977
0.2246	-4.45988
0.22465	-4.45999
0.2247	-4.46011
0.22475	-4.46022
0.2248	-4.46033
0.22485	-4.46044
0.2249	-4.46056
0.22495	-4.46067
0.225	-4.46078
0.22505	-4.46089
0.2251	-4.461
0.22515	-4.46112
0.2252	-4.46123
0.22525	-4.46134
0.2253	-4.46145
0.22535	-4.46157
0.2254	-4.46168
0.22545	-4.46179
0.2255	-4.4619
0.22555	-4.46202
0.2256	-4.46213
0.22565	-4.46224
0.2257	-4.46235
0.22575	-4.46246
0.2258	-4.46258
0.22585	-4.46269
0.2259	-4.4628
0.22595	-4.46291
0.226	-4.46302
0.22605	-4.46314
0.2261	-4.46325
0.22615	-4.46336
0.2262	-4.46347
0.22625	-4.46358
0.2263	-4.4637
0.22635	-4.46381
0.2264	-4.46392
0.22645	-4.46403
0.2265	-4.46414
0.22655	-4.46426
0.2266	-4.46437
0.22665	-4.46448
0.2267	-4.46459
0.22675	-4.4647
0.2268	-4.46481
0.22685	-4.46493
0.2269	-4.46504
0.22695	-4.46515
0.227	-4.46526
0.22705	-4.46537
0.2271	-4.46548
0.22715	-4.4656
0.2272	-4.46571
0.22725	-4.46582
0.2273	-4.46593
0.22735	-4.46604
0.2274	-4.46615
0.22745	-4.46627
0.2275	-4.46638
0.22755	-4.46649
0.2276	-4.4666
0.22765	-4.46671
0.2277	-4.46682
0.22775	-4.46693
0.2278	-4.46705
0.22785	-4.46716
0.2279	-4.46727
0.22795	-4.46738
0.228	-4.46749
0.22805	-4.4676
0.2281	-4.46771
0.22815	-4.46783
0.2282	-4.46794
0.22825	-4.46805
0.2283	-4.46816
0.22835	-4.46827
0.2284	-4.46838
0.22845	-4.46849
0.2285	-4.4686
0.22855	-4.46872
0.2286	-4.46883
0.22865	-4.46894
0.2287	-4.46905
0.22875	-4.46916
0.2288	-4.46927
0.22885	-4.46938
0.2289	-4.46949
0.22895	-4.4696
0.229	-4.46971
0.22905	-4.46983
0.2291	-4.46994
0.22915	-4.47005
0.2292	-4.47016
0.22925	-4.47027
0.2293	-4.47038
0.22935	-4.47049
0.2294	-4.4706
0.22945	-4.47071
0.2295	-4.47082
0.22955	-4.47093
0.2296	-4.47105
0.22965	-4.47116
0.2297	-4.47127
0.22975	-4.47138
0.2298	-4.47149
0.22985	-4.4716
0.2299	-4.47171
0.22995	-4.47182
0.23	-4.47193
0.23005	-4.47204
0.2301	-4.47215
0.23015	-4.47226
0.2302	-4.47237
0.23025	-4.47248
0.2303	-4.47259
0.23035	-4.4727
0.2304	-4.47282
0.23045	-4.47293
0.2305	-4.47304
0.23055	-4.47315
0.2306	-4.47326
0.23065	-4.47337
0.2307	-4.47348
0.23075	-4.47359
0.2308	-4.4737
0.23085	-4.47381
0.2309	-4.47392
0.23095	-4.47403
0.231	-4.47414
0.23105	-4.47425
0.2311	-4.47436
0.23115	-4.47447
0.2312	-4.47458
0.23125	-4.47469
0.2313	-4.4748
0.23135	-4.47491
0.2314	-4.47502
0.23145	-4.47513
0.2315	-4.47524
0.23155	-4.47535
0.2316	-4.47546
0.23165	-4.47557
0.2317	-4.47568
0.23175	-4.47579
0.2318	-4.4759
0.23185	-4.47601
0.2319	-4.47612
0.23195	-4.47623
0.232	-4.47634
0.23205	-4.47645
0.2321	-4.47656
0.23215	-4.47667
0.2322	-4.47678
0.23225	-4.47689
0.2323	-4.477
0.23235	-4.47711
0.2324	-4.47722
0.23245	-4.47733
0.2325	-4.47744
0.23255	-4.47755
0.2326	-4.47766
0.23265	-4.47777
0.2327	-4.47788
0.23275	-4.47799
0.2328	-4.4781
0.23285	-4.47821
0.2329	-4.47832
0.23295	-4.47843
0.233	-4.47854
0.23305	-4.47865
0.2331	-4.47876
0.23315	-4.47887
0.2332	-4.47898
0.23325	-4.47909
0.2333	-4.47919
0.23335	-4.4793
0.2334	-4.47941
0.23345	-4.47952
0.2335	-4.47963
0.23355	-4.47974
0.2336	-4.47984
0.23365	-4.47995
0.2337	-4.48006
0.23375	-4.48017
0.2338	-4.48028
0.23385	-4.48038
0.2339	-4.48049
0.23395	-4.4806
0.234	-4.48071
0.23405	-4.48082
0.2341	-4.48092
0.23415	-4.48103
0.2342	-4.48114
0.23425	-4.48125
0.2343	-4.48136
0.23435	-4.48146
0.2344	-4.48157
0.23445	-4.48168
0.2345	-4.48179
0.23455	-4.4819
0.2346	-4.482
0.23465	-4.48211
0.2347	-4.48222
0.23475	-4.48233
0.2348	-4.48244
0.23485	-4.48254
0.2349	-4.48265
0.23495	-4.48276
0.235	-4.48287
0.23505	-4.48297
0.2351	-4.48308
0.23515	-4.48319
0.2352	-4.4833
0.23525	-4.48341
0.2353	-4.48351
0.23535	-4.48362
0.2354	-4.48373
0.23545	-4.48384
0.2355	-4.48394
0.23555	-4.48405
0.2356	-4.48416
0.23565	-4.48427
0.2357	-4.48437
0.23575	-4.48448
0.2358	-4.48459
0.23585	-4.4847
0.2359	-4.4848
0.23595	-4.48491
0.236	-4.48502
0.23605	-4.48513
0.2361	-4.48523
0.23615	-4.48534
0.2362	-4.48545
0.23625	-4.48556
0.2363	-4.48566
0.23635	-4.48577
0.2364	-4.48588
0.23645	-4.48598
0.2365	-4.48609
0.23655	-4.4862
0.2366	-4.48631
0.23665	-4.48641
0.2367	-4.48652
0.23675	-4.48663
0.2368	-4.48674
0.23685	-4.48684
0.2369	-4.48695
0.23695	-4.48706
0.237	-4.48716
0.23705	-4.48727
0.2371	-4.48738
0.23715	-4.48749
0.2372	-4.48759
0.23725	-4.4877
0.2373	-4.48781
0.23735	-4.48791
0.2374	-4.48802
0.23745	-4.48813
0.2375	-4.48823
0.23755	-4.48834
0.2376	-4.48845
0.23765	-4.48855
0.2377	-4.48866
0.23775	-4.48877
0.2378	-4.48888
0.23785	-4.48898
0.2379	-4.48909
0.23795	-4.4892
0.238	-4.4893
0.23805	-4.48941
0.2381	-4.48952
0.23815	-4.48962
0.2382	-4.48973
0.23825	-4.48984
0.2383	-4.48994
0.23835	-4.49005
0.2384	-4.49016
0.23845	-4.49026
0.2385	-4.49037
0.23855	-4.49048
0.2386	-4.49058
0.23865	-4.49069
0.2387	-4.4908
0.23875	-4.4909
0.2388	-4.49101
0.23885	-4.49112
0.2389	-4.49122
0.23895	-4.49133
0.239	-4.49144
0.23905	-4.49154
0.2391	-4.49165
0.23915	-4.49175
0.2392	-4.49186
0.23925	-4.49197
0.2393	-4.49207
0.23935	-4.49218
0.2394	-4.49229
0.23945	-4.49239
0.2395	-4.4925
0.23955	-4.49261
0.2396	-4.49271
0.23965	-4.49282
0.2397	-4.49292
0.23975	-4.49303
0.2398	-4.49314
0.23985	-4.49324
0.2399	-4.49335
0.23995	-4.49345
0.24	-4.49356
0.24005	-4.49367
0.2401	-4.49377
0.24015	-4.49388
0.2402	-4.49399
0.24025	-4.49409
0.2403	-4.4942
0.24035	-4.4943
0.2404	-4.49441
0.24045	-4.49452
0.2405	-4.49462
0.24055	-4.49473
0.2406	-4.49483
0.24065	-4.49494
0.2407	-4.49505
0.24075	-4.49515
0.2408	-4.49526
0.24085	-4.49536
0.2409	-4.49547
0.24095	-4.49557
0.241	-4.49568
0.24105	-4.49579
0.2411	-4.49589
0.24115	-4.496
0.2412	-4.4961
0.24125	-4.49621
0.2413	-4.49632
0.24135	-4.49642
0.2414	-4.49653
0.24145	-4.49663
0.2415	-4.49674
0.24155	-4.49684
0.2416	-4.49695
0.24165	-4.49706
0.2417	-4.49716
0.24175	-4.49727
0.2418	-4.49737
0.24185	-4.49748
0.2419	-4.49758
0.24195	-4.49769
0.242	-4.49779
0.24205	-4.4979
0.2421	-4.498
0.24215	-4.49811
0.2422	-4.49822
0.24225	-4.49832
0.2423	-4.49843
0.24235	-4.49853
0.2424	-4.49864
0.24245	-4.49874
0.2425	-4.49885
0.24255	-4.49895
0.2426	-4.49906
0.24265	-4.49916
0.2427	-4.49927
0.24275	-4.49937
0.2428	-4.49948
0.24285	-4.49959
0.2429	-4.49969
0.24295	-4.4998
0.243	-4.4999
0.24305	-4.50001
0.2431	-4.50011
0.24315	-4.50022
0.2432	-4.50032
0.24325	-4.50043
0.2433	-4.50053
0.24335	-4.50064
0.2434	-4.50074
0.24345	-4.50085
0.2435	-4.50095
0.24355	-4.50106
0.2436	-4.50116
0.24365	-4.50127
0.2437	-4.50137
0.24375	-4.50148
0.2438	-4.50158
0.24385	-4.50169
0.2439	-4.50179
0.24395	-4.5019
0.244	-4.502
0.24405	-4.5021
0.2441	-4.50221
0.24415	-4.50231
0.2442	-4.50242
0.24425	-4.50252
0.2443	-4.50262
0.24435	-4.50273
0.2444	-4.50283
0.24445	-4.50293
0.2445	-4.50304
0.24455	-4.50314
0.2446	-4.50325
0.24465	-4.50335
0.2447	-4.50345
0.24475	-4.50356
0.2448	-4.50366
0.24485	-4.50376
0.2449	-4.50387
0.24495	-4.50397
0.245	-4.50407
0.24505	-4.50418
0.2451	-4.50428
0.24515	-4.50438
0.2452	-4.50449
0.24525	-4.50459
0.2453	-4.50469
0.24535	-4.5048
0.2454	-4.5049
0.24545	-4.505
0.2455	-4.50511
0.24555	-4.50521
0.2456	-4.50531
0.24565	-4.50542
0.2457	-4.50552
0.24575	-4.50562
0.2458	-4.50573
0.24585	-4.50583
0.2459	-4.50593
0.24595	-4.50604
0.246	-4.50614
0.24605	-4.50624
0.2461	-4.50635
0.24615	-4.50645
0.2462	-4.50655
0.24625	-4.50666
0.2463	-4.50676
0.24635	-4.50686
0.2464	-4.50696
0.24645	-4.50707
0.2465	-4.50717
0.24655	-4.50727
0.2466	-4.50738
0.24665	-4.50748
0.2467	-4.50758
0.24675	-4.50769
0.2468	-4.50779
0.24685	-4.50789
0.2469	-4.50799
0.24695	-4.5081
0.247	-4.5082
0.24705	-4.5083
0.2471	-4.50841
0.24715	-4.50851
0.2472	-4.50861
0.24725	-4.50871
0.2473	-4.50882
0.24735	-4.50892
0.2474	-4.50902
0.24745	-4.50912
0.2475	-4.50923
0.24755	-4.50933
0.2476	-4.50943
0.24765	-4.50954
0.2477	-4.50964
0.24775	-4.50974
0.2478	-4.50984
0.24785	-4.50995
0.2479	-4.51005
0.24795	-4.51015
0.248	-4.51025
0.24805	-4.51036
0.2481	-4.51046
0.24815	-4.51056
0.2482	-4.51066
0.24825	-4.51077
0.2483	-4.51087
0.24835	-4.51097
0.2484	-4.51107
0.24845	-4.51118
0.2485	-4.51128
0.24855	-4.51138
0.2486	-4.51148
0.24865	-4.51159
0.2487	-4.51169
0.24875	-4.51179
0.2488	-4.51189
0.24885	-4.512
0.2489	-4.5121
0.24895	-4.5122
0.249	-4.5123
0.24905	-4.5124
0.2491	-4.51251
0.24915	-4.51261
0.2492	-4.51271
0.24925	-4.51281
0.2493	-4.51292
0.24935	-4.51302
0.2494	-4.51312
0.24945	-4.51322
0.2495	-4.51332
0.24955	-4.51343
0.2496	-4.51353
0.24965	-4.51363
0.2497	-4.51373
0.24975	-4.51383
0.2498	-4.51394
0.24985	-4.51404
0.2499	-4.51414
0.24995	-4.51424
0.25	-4.51434
0.25005	-4.51445
0.2501	-4.51455
0.25015	-4.51465
0.2502	-4.51475
0.25025	-4.51485
0.2503	-4.51496
0.25035	-4.51506
0.2504	-4.51516
0.25045	-4.51526
0.2505	-4.51536
0.25055	-4.51547
0.2506	-4.51557
0.25065	-4.51567
0.2507	-4.51577
0.25075	-4.51587
0.2508	-4.51597
0.25085	-4.51608
0.2509	-4.51618
0.25095	-4.51628
0.251	-4.51638
0.25105	-4.51648
0.2511	-4.51658
0.25115	-4.51669
0.2512	-4.51679
0.25125	-4.51689
0.2513	-4.51699
0.25135	-4.51709
0.2514	-4.51719
0.25145	-4.5173
0.2515	-4.5174
0.25155	-4.5175
0.2516	-4.5176
0.25165	-4.5177
0.2517	-4.5178
0.25175	-4.5179
0.2518	-4.51801
0.25185	-4.51811
0.2519	-4.51821
0.25195	-4.51831
0.252	-4.51841
0.25205	-4.51851
0.2521	-4.51861
0.25215	-4.51872
0.2522	-4.51882
0.25225	-4.51892
0.2523	-4.51902
0.25235	-4.51912
0.2524	-4.51922
0.25245	-4.51932
0.2525	-4.51942
0.25255	-4.51953
0.2526	-4.51963
0.25265	-4.51973
0.2527	-4.51983
0.25275	-4.51993
0.2528	-4.52003
0.25285	-4.52013
0.2529	-4.52023
0.25295	-4.52034
0.253	-4.52044
0.25305	-4.52054
0.2531	-4.52064
0.25315	-4.52074
0.2532	-4.52084
0.25325	-4.52094
0.2533	-4.52104
0.25335	-4.52114
0.2534	-4.52124
0.25345	-4.52135
0.2535	-4.52145
0.25355	-4.52155
0.2536	-4.52165
0.25365	-4.52175
0.2537	-4.52185
0.25375	-4.52195
0.2538	-4.52205
0.25385	-4.52215
0.2539	-4.52225
0.25395	-4.52235
0.254	-4.52246
0.25405	-4.52256
0.2541	-4.52266
0.25415	-4.52276
0.2542	-4.52286
0.25425	-4.52296
0.2543	-4.52306
0.25435	-4.52316
0.2544	-4.52326
0.25445	-4.52336
0.2545	-4.52346
0.25455	-4.52356
0.2546	-4.52366
0.25465	-4.52376
0.2547	-4.52387
0.25475	-4.52397
0.2548	-4.52407
0.25485	-4.52417
0.2549	-4.52427
0.25495	-4.52437
0.255	-4.52447
0.25505	-4.52457
0.2551	-4.52467
0.25515	-4.52477
0.2552	-4.52487
0.25525	-4.52497
0.2553	-4.52507
0.25535	-4.52516
0.2554	-4.52526
0.25545	-4.52536
0.2555	-4.52546
0.25555	-4.52556
0.2556	-4.52566
0.25565	-4.52576
0.2557	-4.52586
0.25575	-4.52596
0.2558	-4.52606
0.25585	-4.52616
0.2559	-4.52626
0.25595	-4.52636
0.256	-4.52646
0.25605	-4.52655
0.2561	-4.52665
0.25615	-4.52675
0.2562	-4.52685
0.25625	-4.52695
0.2563	-4.52705
0.25635	-4.52715
0.2564	-4.52725
0.25645	-4.52735
0.2565	-4.52745
0.25655	-4.52755
0.2566	-4.52764
0.25665	-4.52774
0.2567	-4.52784
0.25675	-4.52794
0.2568	-4.52804
0.25685	-4.52814
0.2569	-4.52824
0.25695	-4.52834
0.257	-4.52844
0.25705	-4.52854
0.2571	-4.52863
0.25715	-4.52873
0.2572	-4.52883
0.25725	-4.52893
0.2573	-4.52903
0.25735	-4.52913
0.2574	-4.52923
0.25745	-4.52933
0.2575	-4.52943
0.25755	-4.52952
0.2576	-4.52962
0.25765	-4.52972
0.2577	-4.52982
0.25775	-4.52992
0.2578	-4.53002
0.25785	-4.53012
0.2579	-4.53022
0.25795	-4.53031
0.258	-4.53041
0.25805	-4.53051
0.2581	-4.53061
0.25815	-4.53071
0.2582	-4.53081
0.25825	-4.53091
0.2583	-4.531
0.25835	-4.5311
0.2584	-4.5312
0.25845	-4.5313
0.2585	-4.5314
0.25855	-4.5315
0.2586	-4.5316
0.25865	-4.53169
0.2587	-4.53179
0.25875	-4.53189
0.2588	-4.53199
0.25885	-4.53209
0.2589	-4.53219
0.25895	-4.53228
0.259	-4.53238
0.25905	-4.53248
0.2591	-4.53258
0.25915	-4.53268
0.2592	-4.53278
0.25925	-4.53287
0.2593	-4.53297
0.25935	-4.53307
0.2594	-4.53317
0.25945	-4.53327
0.2595	-4.53337
0.25955	-4.53346
0.2596	-4.53356
0.25965	-4.53366
0.2597	-4.53376
0.25975	-4.53386
0.2598	-4.53395
0.25985	-4.53405
0.2599	-4.53415
0.25995	-4.53425
0.26	-4.53435
0.26005	-4.53445
0.2601	-4.53454
0.26015	-4.53464
0.2602	-4.53474
0.26025	-4.53484
0.2603	-4.53494
0.26035	-4.53503
0.2604	-4.53513
0.26045	-4.53523
0.2605	-4.53533
0.26055	-4.53543
0.2606	-4.53552
0.26065	-4.53562
0.2607	-4.53572
0.26075	-4.53582
0.2608	-4.53592
0.26085	-4.53601
0.2609	-4.53611
0.26095	-4.53621
0.261	-4.53631
0.26105	-4.5364
0.2611	-4.5365
0.26115	-4.5366
0.2612	-4.5367
0.26125	-4.5368
0.2613	-4.53689
0.26135	-4.53699
0.2614	-4.53709
0.26145	-4.53719
0.2615	-4.53728
0.26155	-4.53738
0.2616	-4.53748
0.26165	-4.53758
0.2617	-4.53767
0.26175	-4.53777
0.2618	-4.53787
0.26185	-4.53797
0.2619	-4.53807
0.26195	-4.53816
0.262	-4.53826
0.26205	-4.53836
0.2621	-4.53846
0.26215	-4.53855
0.2622	-4.53865
0.26225	-4.53875
0.2623	-4.53885
0.26235	-4.53894
0.2624	-4.53904
0.26245	-4.53914
0.2625	-4.53924
0.26255	-4.53933
0.2626	-4.53943
0.26265	-4.53953
0.2627	-4.53962
0.26275	-4.53972
0.2628	-4.53982
0.26285	-4.53992
0.2629	-4.54001
0.26295	-4.54011
0.263	-4.54021
0.26305	-4.54031
0.2631	-4.5404
0.26315	-4.5405
0.2632	-4.5406
0.26325	-4.5407
0.2633	-4.54079
0.26335	-4.54089
0.2634	-4.54099
0.26345	-4.54108
0.2635	-4.54118
0.26355	-4.54128
0.2636	-4.54138
0.26365	-4.54147
0.2637	-4.54157
0.26375	-4.54167
0.2638	-4.54176
0.26385	-4.54186
0.2639	-4.54196
0.26395	-4.54205
0.264	-4.54215
0.26405	-4.54225
0.2641	-4.54235
0.26415	-4.54244
0.2642	-4.54254
0.26425	-4.54264
0.2643	-4.54273
0.26435	-4.54283
0.2644	-4.54293
0.26445	-4.54302
0.2645	-4.54312
0.26455	-4.54322
0.2646	-4.54332
0.26465	-4.54341
0.2647	-4.54351
0.26475	-4.54361
0.2648	-4.5437
0.26485	-4.5438
0.2649	-4.5439
0.26495	-4.54399
0.265	-4.54409
0.26505	-4.54419
0.2651	-4.54428
0.26515	-4.54438
0.2652	-4.54448
0.26525	-4.54457
0.2653	-4.54467
0.26535	-4.54477
0.2654	-4.54486
0.26545	-4.54496
0.2655	-4.54506
0.26555	-4.54515
0.2656	-4.54525
0.26565	-4.54535
0.2657	-4.54544
0.26575	-4.54554
0.2658	-4.54564
0.26585	-4.54573
0.2659	-4.54583
0.26595	-4.54593
0.266	-4.54602
0.26605	-4.54612
0.2661	-4.54621
0.26615	-4.54631
0.2662	-4.54641
0.26625	-4.5465
0.2663	-4.5466
0.26635	-4.5467
0.2664	-4.54679
0.26645	-4.54689
0.2665	-4.54698
0.26655	-4.54708
0.2666	-4.54717
0.26665	-4.54727
0.2667	-4.54736
0.26675	-4.54746
0.2668	-4.54756
0.26685	-4.54765
0.2669	-4.54775
0.26695	-4.54784
0.267	-4.54794
0.26705	-4.54803
0.2671	-4.54813
0.26715	-4.54822
0.2672	-4.54832
0.26725	-4.54841
0.2673	-4.54851
0.26735	-4.5486
0.2674	-4.5487
0.26745	-4.54879
0.2675	-4.54889
0.26755	-4.54898
0.2676	-4.54908
0.26765	-4.54917
0.2677	-4.54927
0.26775	-4.54936
0.2678	-4.54946
0.26785	-4.54955
0.2679	-4.54965
0.26795	-4.54974
0.268	-4.54984
0.26805	-4.54993
0.2681	-4.55003
0.26815	-4.55012
0.2682	-4.55022
0.26825	-4.55031
0.2683	-4.55041
0.26835	-4.5505
0.2684	-4.5506
0.26845	-4.55069
0.2685	-4.55079
0.26855	-4.55088
0.2686	-4.55098
0.26865	-4.55107
0.2687	-4.55117
0.26875	-4.55126
0.2688	-4.55136
0.26885	-4.55145
0.2689	-4.55155
0.26895	-4.55164
0.269	-4.55174
0.26905	-4.55183
0.2691	-4.55193
0.26915	-4.55202
0.2692	-4.55212
0.26925	-4.55221
0.2693	-4.5523
0.26935	-4.5524
0.2694	-4.55249
0.26945	-4.55259
0.2695	-4.55268
0.26955	-4.55278
0.2696	-4.55287
0.26965	-4.55297
0.2697	-4.55306
0.26975	-4.55316
0.2698	-4.55325
0.26985	-4.55335
0.2699	-4.55344
0.26995	-4.55353
0.27	-4.55363
0.27005	-4.55372
0.2701	-4.55382
0.27015	-4.55391
0.2702	-4.55401
0.27025	-4.5541
0.2703	-4.5542
0.27035	-4.55429
0.2704	-4.55438
0.27045	-4.55448
0.2705	-4.55457
0.27055	-4.55467
0.2706	-4.55476
0.27065	-4.55486
0.2707	-4.55495
0.27075	-4.55504
0.2708	-4.55514
0.27085	-4.55523
0.2709	-4.55533
0.27095	-4.55542
0.271	-4.55552
0.27105	-4.55561
0.2711	-4.5557
0.27115	-4.5558
0.2712	-4.55589
0.27125	-4.55599
0.2713	-4.55608
0.27135	-4.55618
0.2714	-4.55627
0.27145	-4.55636
0.2715	-4.55646
0.27155	-4.55655
0.2716	-4.55665
0.27165	-4.55674
0.2717	-4.55683
0.27175	-4.55693
0.2718	-4.55702
0.27185	-4.55712
0.2719	-4.55721
0.27195	-4.5573
0.272	-4.5574
0.27205	-4.55749
0.2721	-4.55759
0.27215	-4.55768
0.2722	-4.55777
0.27225	-4.55787
0.2723	-4.55796
0.27235	-4.55806
0.2724	-4.55815
0.27245	-4.55824
0.2725	-4.55834
0.27255	-4.55843
0.2726	-4.55853
0.27265	-4.55862
0.2727	-4.55871
0.27275	-4.55881
0.2728	-4.5589
0.27285	-4.55899
0.2729	-4.55909
0.27295	-4.55918
0.273	-4.55928
0.27305	-4.55937
0.2731	-4.55946
0.27315	-4.55956
0.2732	-4.55965
0.27325	-4.55974
0.2733	-4.55984
0.27335	-4.55993
0.2734	-4.56003
0.27345	-4.56012
0.2735	-4.56021
0.27355	-4.56031
0.2736	-4.5604
0.27365	-4.56049
0.2737	-4.56059
0.27375	-4.56068
0.2738	-4.56077
0.27385	-4.56087
0.2739	-4.56096
0.27395	-4.56105
0.274	-4.56115
0.27405	-4.56124
0.2741	-4.56134
0.27415	-4.56143
0.2742	-4.56152
0.27425	-4.56162
0.2743	-4.56171
0.27435	-4.5618
0.2744	-4.5619
0.27445	-4.56199
0.2745	-4.56208
0.27455	-4.56218
0.2746	-4.56227
0.27465	-4.56236
0.2747	-4.56246
0.27475	-4.56255
0.2748	-4.56264
0.27485	-4.56274
0.2749	-4.56283
0.27495	-4.56292
0.275	-4.56302
0.27505	-4.56311
0.2751	-4.5632
0.27515	-4.5633
0.2752	-4.56339
0.27525	-4.56348
0.2753	-4.56357
0.27535	-4.56367
0.2754	-4.56376
0.27545	-4.56385
0.2755	-4.56395
0.27555	-4.56404
0.2756	-4.56413
0.27565	-4.56423
0.2757	-4.56432
0.27575	-4.56441
0.2758	-4.56451
0.27585	-4.5646
0.2759	-4.56469
0.27595	-4.56478
0.276	-4.56488
0.27605	-4.56497
0.2761	-4.56506
0.27615	-4.56516
0.2762	-4.56525
0.27625	-4.56534
0.2763	-4.56544
0.27635	-4.56553
0.2764	-4.56562
0.27645	-4.56571
0.2765	-4.56581
0.27655	-4.5659
0.2766	-4.56599
0.27665	-4.56609
0.2767	-4.56618
0.27675	-4.56627
0.2768	-4.56636
0.27685	-4.56646
0.2769	-4.56655
0.27695	-4.56664
0.277	-4.56674
0.27705	-4.56683
0.2771	-4.56692
0.27715	-4.56701
0.2772	-4.56711
0.27725	-4.5672
0.2773	-4.56729
0.27735	-4.56738
0.2774	-4.56748
0.27745	-4.56757
0.2775	-4.56766
0.27755	-4.56775
0.2776	-4.56785
