x 	 analitycal w t = 0.49999	KMB w t = 0.49999	analitycal w t = 0.99999	KMB w t = 0.99999	analitycal w t = 1.99998	KMB w t = 1.99998
7.38	1	1	0.999999	0.999999	0.999807	0.999807
7.385	1	1	0.999999	0.999999	0.999809	0.999809
7.39	1	1	0.999999	0.999999	0.999811	0.999811
7.395	1	1	0.999999	0.999999	0.999813	0.999813
7.4	1	1	0.999999	0.999999	0.999814	0.999814
7.405	1	1	0.999999	0.999999	0.999816	0.999816
7.41	1	1	0.999999	0.999999	0.999818	0.999818
7.415	1	1	0.999999	0.999999	0.999819	0.999819
7.42	1	1	0.999999	0.999999	0.999821	0.999821
7.425	1	1	0.999999	0.999999	0.999823	0.999823
7.43	1	1	0.999999	0.999999	0.999824	0.999824
7.435	1	1	0.999999	0.999999	0.999826	0.999826
7.44	1	1	0.999999	0.999999	0.999828	0.999828
7.445	1	1	0.999999	0.999999	0.999829	0.999829
7.45	1	1	0.999999	0.999999	0.999831	0.999831
7.455	1	1	0.999999	0.999999	0.999833	0.999833
7.46	1	1	0.999999	0.999999	0.999834	0.999834
7.465	1	1	0.999999	0.999999	0.999836	0.999836
7.47	1	1	0.999999	0.999999	0.999837	0.999837
7.475	1	1	0.999999	0.999999	0.999839	0.999839
7.48	1	1	0.999999	0.999999	0.99984	0.99984
7.485	1	1	0.999999	0.999999	0.999842	0.999842
7.49	1	1	0.999999	0.999999	0.999843	0.999843
7.495	1	1	0.999999	0.999999	0.999845	0.999845
7.5	1	1	0.999999	0.999999	0.999846	0.999846
7.505	1	1	0.999999	0.999999	0.999848	0.999848
7.51	1	1	0.999999	0.999999	0.999849	0.999849
7.515	1	1	0.999999	0.999999	0.99985	0.99985
7.52	1	1	0.999999	0.999999	0.999852	0.999852
7.525	1	1	0.999999	0.999999	0.999853	0.999853
7.53	1	1	0.999999	0.999999	0.999855	0.999855
7.535	1	1	0.999999	0.999999	0.999856	0.999856
7.54	1	1	1	1	0.999857	0.999857
7.545	1	1	1	1	0.999859	0.999859
7.55	1	1	1	1	0.99986	0.99986
7.555	1	1	1	1	0.999861	0.999861
7.56	1	1	1	1	0.999863	0.999863
7.565	1	1	1	1	0.999864	0.999864
7.57	1	1	1	1	0.999865	0.999865
7.575	1	1	1	1	0.999867	0.999867
7.58	1	1	1	1	0.999868	0.999868
7.585	1	1	1	1	0.999869	0.999869
7.59	1	1	1	1	0.99987	0.99987
7.595	1	1	1	1	0.999872	0.999872
7.6	1	1	1	1	0.999873	0.999873
7.605	1	1	1	1	0.999874	0.999874
7.61	1	1	1	1	0.999875	0.999875
7.615	1	1	1	1	0.999876	0.999876
7.62	1	1	1	1	0.999878	0.999878
7.625	1	1	1	1	0.999879	0.999879
7.63	1	1	1	1	0.99988	0.99988
7.635	1	1	1	1	0.999881	0.999881
7.64	1	1	1	1	0.999882	0.999882
7.645	1	1	1	1	0.999883	0.999883
7.65	1	1	1	1	0.999884	0.999884
7.655	1	1	1	1	0.999886	0.999886
7.66	1	1	1	1	0.999887	0.999887
7.665	1	1	1	1	0.999888	0.999888
7.67	1	1	1	1	0.999889	0.999889
7.675	1	1	1	1	0.99989	0.99989
7.68	1	1	1	1	0.999891	0.999891
7.685	1	1	1	1	0.999892	0.999892
7.69	1	1	1	1	0.999893	0.999893
7.695	1	1	1	1	0.999894	0.999894
7.7	1	1	1	1	0.999895	0.999895
7.705	1	1	1	1	0.999896	0.999896
7.71	1	1	1	1	0.999897	0.999897
7.715	1	1	1	1	0.999898	0.999898
7.72	1	1	1	1	0.999899	0.999899
7.725	1	1	1	1	0.9999	0.9999
7.73	1	1	1	1	0.999901	0.999901
7.735	1	1	1	1	0.999902	0.999902
7.74	1	1	1	1	0.999903	0.999903
7.745	1	1	1	1	0.999904	0.999904
7.75	1	1	1	1	0.999905	0.999905
7.755	1	1	1	1	0.999906	0.999906
7.76	1	1	1	1	0.999907	0.999907
7.765	1	1	1	1	0.999908	0.999908
7.77	1	1	1	1	0.999908	0.999908
7.775	1	1	1	1	0.999909	0.999909
7.78	1	1	1	1	0.99991	0.99991
7.785	1	1	1	1	0.999911	0.999911
7.79	1	1	1	1	0.999912	0.999912
7.795	1	1	1	1	0.999913	0.999913
7.8	1	1	1	1	0.999914	0.999914
7.805	1	1	1	1	0.999914	0.999914
7.81	1	1	1	1	0.999915	0.999915
7.815	1	1	1	1	0.999916	0.999916
7.82	1	1	1	1	0.999917	0.999917
7.825	1	1	1	1	0.999918	0.999918
7.83	1	1	1	1	0.999919	0.999919
7.835	1	1	1	1	0.999919	0.999919
7.84	1	1	1	1	0.99992	0.99992
7.845	1	1	1	1	0.999921	0.999921
7.85	1	1	1	1	0.999922	0.999922
7.855	1	1	1	1	0.999922	0.999922
7.86	1	1	1	1	0.999923	0.999923
7.865	1	1	1	1	0.999924	0.999924
7.87	1	1	1	1	0.999925	0.999925
7.875	1	1	1	1	0.999925	0.999925
7.88	1	1	1	1	0.999926	0.999926
7.885	1	1	1	1	0.999927	0.999927
7.89	1	1	1	1	0.999928	0.999928
7.895	1	1	1	1	0.999928	0.999928
7.9	1	1	1	1	0.999929	0.999929
7.905	1	1	1	1	0.99993	0.99993
7.91	1	1	1	1	0.99993	0.99993
7.915	1	1	1	1	0.999931	0.999931
7.92	1	1	1	1	0.999932	0.999932
7.925	1	1	1	1	0.999932	0.999932
7.93	1	1	1	1	0.999933	0.999933
7.935	1	1	1	1	0.999934	0.999934
7.94	1	1	1	1	0.999934	0.999934
7.945	1	1	1	1	0.999935	0.999935
7.95	1	1	1	1	0.999936	0.999936
7.955	1	1	1	1	0.999936	0.999936
7.96	1	1	1	1	0.999937	0.999937
7.965	1	1	1	1	0.999938	0.999938
7.97	1	1	1	1	0.999938	0.999938
7.975	1	1	1	1	0.999939	0.999939
7.98	1	1	1	1	0.999939	0.999939
7.985	1	1	1	1	0.99994	0.99994
7.99	1	1	1	1	0.999941	0.999941
7.995	1	1	1	1	0.999941	0.999941
8	1	1	1	1	0.999942	0.999942
8.005	1	1	1	1	0.999942	0.999942
8.01	1	1	1	1	0.999943	0.999943
8.015	1	1	1	1	0.999944	0.999944
8.02	1	1	1	1	0.999944	0.999944
8.025	1	1	1	1	0.999945	0.999945
8.03	1	1	1	1	0.999945	0.999945
8.035	1	1	1	1	0.999946	0.999946
8.04	1	1	1	1	0.999946	0.999946
8.045	1	1	1	1	0.999947	0.999947
8.05	1	1	1	1	0.999947	0.999947
8.055	1	1	1	1	0.999948	0.999948
8.06	1	1	1	1	0.999948	0.999948
8.065	1	1	1	1	0.999949	0.999949
8.07	1	1	1	1	0.999949	0.999949
8.075	1	1	1	1	0.99995	0.99995
8.08	1	1	1	1	0.99995	0.99995
8.085	1	1	1	1	0.999951	0.999951
8.09	1	1	1	1	0.999951	0.999951
8.095	1	1	1	1	0.999952	0.999952
8.1	1	1	1	1	0.999952	0.999952
8.105	1	1	1	1	0.999953	0.999953
8.11	1	1	1	1	0.999953	0.999953
8.115	1	1	1	1	0.999954	0.999954
8.12	1	1	1	1	0.999954	0.999954
8.125	1	1	1	1	0.999955	0.999955
8.13	1	1	1	1	0.999955	0.999955
8.135	1	1	1	1	0.999956	0.999956
8.14	1	1	1	1	0.999956	0.999956
8.145	1	1	1	1	0.999957	0.999957
8.15	1	1	1	1	0.999957	0.999957
8.155	1	1	1	1	0.999957	0.999957
8.16	1	1	1	1	0.999958	0.999958
8.165	1	1	1	1	0.999958	0.999958
8.17	1	1	1	1	0.999959	0.999959
8.175	1	1	1	1	0.999959	0.999959
8.18	1	1	1	1	0.99996	0.99996
8.185	1	1	1	1	0.99996	0.99996
8.19	1	1	1	1	0.99996	0.99996
8.195	1	1	1	1	0.999961	0.999961
8.2	1	1	1	1	0.999961	0.999961
8.205	1	1	1	1	0.999962	0.999962
8.21	1	1	1	1	0.999962	0.999962
8.215	1	1	1	1	0.999962	0.999962
8.22	1	1	1	1	0.999963	0.999963
8.225	1	1	1	1	0.999963	0.999963
8.23	1	1	1	1	0.999964	0.999964
8.235	1	1	1	1	0.999964	0.999964
8.24	1	1	1	1	0.999964	0.999964
8.245	1	1	1	1	0.999965	0.999965
8.25	1	1	1	1	0.999965	0.999965
8.255	1	1	1	1	0.999965	0.999965
8.26	1	1	1	1	0.999966	0.999966
8.265	1	1	1	1	0.999966	0.999966
8.27	1	1	1	1	0.999966	0.999966
8.275	1	1	1	1	0.999967	0.999967
8.28	1	1	1	1	0.999967	0.999967
8.285	1	1	1	1	0.999967	0.999967
8.29	1	1	1	1	0.999968	0.999968
8.295	1	1	1	1	0.999968	0.999968
8.3	1	1	1	1	0.999968	0.999968
8.305	1	1	1	1	0.999969	0.999969
8.31	1	1	1	1	0.999969	0.999969
8.315	1	1	1	1	0.999969	0.999969
8.32	1	1	1	1	0.99997	0.99997
8.325	1	1	1	1	0.99997	0.99997
8.33	1	1	1	1	0.99997	0.99997
8.335	1	1	1	1	0.999971	0.999971
8.34	1	1	1	1	0.999971	0.999971
8.345	1	1	1	1	0.999971	0.999971
8.35	1	1	1	1	0.999972	0.999972
8.355	1	1	1	1	0.999972	0.999972
8.36	1	1	1	1	0.999972	0.999972
8.365	1	1	1	1	0.999972	0.999972
8.37	1	1	1	1	0.999973	0.999973
8.375	1	1	1	1	0.999973	0.999973
8.38	1	1	1	1	0.999973	0.999973
8.385	1	1	1	1	0.999974	0.999974
8.39	1	1	1	1	0.999974	0.999974
8.395	1	1	1	1	0.999974	0.999974
8.4	1	1	1	1	0.999974	0.999974
8.405	1	1	1	1	0.999975	0.999975
8.41	1	1	1	1	0.999975	0.999975
8.415	1	1	1	1	0.999975	0.999975
8.42	1	1	1	1	0.999975	0.999975
8.425	1	1	1	1	0.999976	0.999976
8.43	1	1	1	1	0.999976	0.999976
8.435	1	1	1	1	0.999976	0.999976
8.44	1	1	1	1	0.999976	0.999976
8.445	1	1	1	1	0.999977	0.999977
8.45	1	1	1	1	0.999977	0.999977
8.455	1	1	1	1	0.999977	0.999977
8.46	1	1	1	1	0.999977	0.999977
8.465	1	1	1	1	0.999978	0.999978
8.47	1	1	1	1	0.999978	0.999978
8.475	1	1	1	1	0.999978	0.999978
8.48	1	1	1	1	0.999978	0.999978
8.485	1	1	1	1	0.999979	0.999979
8.49	1	1	1	1	0.999979	0.999979
8.495	1	1	1	1	0.999979	0.999979
8.5	1	1	1	1	0.999979	0.999979
8.505	1	1	1	1	0.999979	0.999979
8.51	1	1	1	1	0.99998	0.99998
8.515	1	1	1	1	0.99998	0.99998
8.52	1	1	1	1	0.99998	0.99998
8.525	1	1	1	1	0.99998	0.99998
8.53	1	1	1	1	0.99998	0.99998
8.535	1	1	1	1	0.999981	0.999981
8.54	1	1	1	1	0.999981	0.999981
8.545	1	1	1	1	0.999981	0.999981
8.55	1	1	1	1	0.999981	0.999981
8.555	1	1	1	1	0.999981	0.999981
8.56	1	1	1	1	0.999982	0.999982
8.565	1	1	1	1	0.999982	0.999982
8.57	1	1	1	1	0.999982	0.999982
8.575	1	1	1	1	0.999982	0.999982
8.58	1	1	1	1	0.999982	0.999982
8.585	1	1	1	1	0.999983	0.999983
8.59	1	1	1	1	0.999983	0.999983
8.595	1	1	1	1	0.999983	0.999983
8.6	1	1	1	1	0.999983	0.999983
8.605	1	1	1	1	0.999983	0.999983
8.61	1	1	1	1	0.999984	0.999984
8.615	1	1	1	1	0.999984	0.999984
8.62	1	1	1	1	0.999984	0.999984
8.625	1	1	1	1	0.999984	0.999984
8.63	1	1	1	1	0.999984	0.999984
8.635	1	1	1	1	0.999984	0.999984
8.64	1	1	1	1	0.999985	0.999985
8.645	1	1	1	1	0.999985	0.999985
8.65	1	1	1	1	0.999985	0.999985
8.655	1	1	1	1	0.999985	0.999985
8.66	1	1	1	1	0.999985	0.999985
8.665	1	1	1	1	0.999985	0.999985
8.67	1	1	1	1	0.999986	0.999986
8.675	1	1	1	1	0.999986	0.999986
8.68	1	1	1	1	0.999986	0.999986
8.685	1	1	1	1	0.999986	0.999986
8.69	1	1	1	1	0.999986	0.999986
8.695	1	1	1	1	0.999986	0.999986
8.7	1	1	1	1	0.999986	0.999986
8.705	1	1	1	1	0.999987	0.999987
8.71	1	1	1	1	0.999987	0.999987
8.715	1	1	1	1	0.999987	0.999987
8.72	1	1	1	1	0.999987	0.999987
8.725	1	1	1	1	0.999987	0.999987
8.73	1	1	1	1	0.999987	0.999987
8.735	1	1	1	1	0.999987	0.999987
8.74	1	1	1	1	0.999988	0.999988
8.745	1	1	1	1	0.999988	0.999988
8.75	1	1	1	1	0.999988	0.999988
8.755	1	1	1	1	0.999988	0.999988
8.76	1	1	1	1	0.999988	0.999988
8.765	1	1	1	1	0.999988	0.999988
8.77	1	1	1	1	0.999988	0.999988
8.775	1	1	1	1	0.999988	0.999988
8.78	1	1	1	1	0.999989	0.999989
8.785	1	1	1	1	0.999989	0.999989
8.79	1	1	1	1	0.999989	0.999989
8.795	1	1	1	1	0.999989	0.999989
8.8	1	1	1	1	0.999989	0.999989
8.805	1	1	1	1	0.999989	0.999989
8.81	1	1	1	1	0.999989	0.999989
8.815	1	1	1	1	0.999989	0.999989
8.82	1	1	1	1	0.99999	0.99999
8.825	1	1	1	1	0.99999	0.99999
8.83	1	1	1	1	0.99999	0.99999
8.835	1	1	1	1	0.99999	0.99999
8.84	1	1	1	1	0.99999	0.99999
8.845	1	1	1	1	0.99999	0.99999
8.85	1	1	1	1	0.99999	0.99999
8.855	1	1	1	1	0.99999	0.99999
8.86	1	1	1	1	0.99999	0.99999
8.865	1	1	1	1	0.999991	0.999991
8.87	1	1	1	1	0.999991	0.999991
8.875	1	1	1	1	0.999991	0.999991
8.88	1	1	1	1	0.999991	0.999991
8.885	1	1	1	1	0.999991	0.999991
8.89	1	1	1	1	0.999991	0.999991
8.895	1	1	1	1	0.999991	0.999991
8.9	1	1	1	1	0.999991	0.999991
8.905	1	1	1	1	0.999991	0.999991
8.91	1	1	1	1	0.999991	0.999991
8.915	1	1	1	1	0.999992	0.999992
8.92	1	1	1	1	0.999992	0.999992
8.925	1	1	1	1	0.999992	0.999992
8.93	1	1	1	1	0.999992	0.999992
8.935	1	1	1	1	0.999992	0.999992
8.94	1	1	1	1	0.999992	0.999992
8.945	1	1	1	1	0.999992	0.999992
8.95	1	1	1	1	0.999992	0.999992
8.955	1	1	1	1	0.999992	0.999992
8.96	1	1	1	1	0.999992	0.999992
8.965	1	1	1	1	0.999992	0.999992
8.97	1	1	1	1	0.999992	0.999992
8.975	1	1	1	1	0.999993	0.999993
8.98	1	1	1	1	0.999993	0.999993
8.985	1	1	1	1	0.999993	0.999993
8.99	1	1	1	1	0.999993	0.999993
8.995	1	1	1	1	0.999993	0.999993
9	1	1	1	1	0.999993	0.999993
9.005	1	1	1	1	0.999993	0.999993
9.01	1	1	1	1	0.999993	0.999993
9.015	1	1	1	1	0.999993	0.999993
9.02	1	1	1	1	0.999993	0.999993
9.025	1	1	1	1	0.999993	0.999993
9.03	1	1	1	1	0.999993	0.999993
9.035	1	1	1	1	0.999993	0.999993
9.04	1	1	1	1	0.999994	0.999994
9.045	1	1	1	1	0.999994	0.999994
9.05	1	1	1	1	0.999994	0.999994
9.055	1	1	1	1	0.999994	0.999994
9.06	1	1	1	1	0.999994	0.999994
9.065	1	1	1	1	0.999994	0.999994
9.07	1	1	1	1	0.999994	0.999994
9.075	1	1	1	1	0.999994	0.999994
9.08	1	1	1	1	0.999994	0.999994
9.085	1	1	1	1	0.999994	0.999994
9.09	1	1	1	1	0.999994	0.999994
9.095	1	1	1	1	0.999994	0.999994
9.1	1	1	1	1	0.999994	0.999994
9.105	1	1	1	1	0.999994	0.999994
9.11	1	1	1	1	0.999994	0.999994
9.115	1	1	1	1	0.999995	0.999995
9.12	1	1	1	1	0.999995	0.999995
9.125	1	1	1	1	0.999995	0.999995
9.13	1	1	1	1	0.999995	0.999995
9.135	1	1	1	1	0.999995	0.999995
9.14	1	1	1	1	0.999995	0.999995
9.145	1	1	1	1	0.999995	0.999995
9.15	1	1	1	1	0.999995	0.999995
9.155	1	1	1	1	0.999995	0.999995
9.16	1	1	1	1	0.999995	0.999995
9.165	1	1	1	1	0.999995	0.999995
9.17	1	1	1	1	0.999995	0.999995
9.175	1	1	1	1	0.999995	0.999995
9.18	1	1	1	1	0.999995	0.999995
9.185	1	1	1	1	0.999995	0.999995
9.19	1	1	1	1	0.999995	0.999995
9.195	1	1	1	1	0.999995	0.999995
9.2	1	1	1	1	0.999996	0.999996
9.205	1	1	1	1	0.999996	0.999996
9.21	1	1	1	1	0.999996	0.999996
9.215	1	1	1	1	0.999996	0.999996
9.22	1	1	1	1	0.999996	0.999996
9.225	1	1	1	1	0.999996	0.999996
9.23	1	1	1	1	0.999996	0.999996
9.235	1	1	1	1	0.999996	0.999996
9.24	1	1	1	1	0.999996	0.999996
9.245	1	1	1	1	0.999996	0.999996
9.25	1	1	1	1	0.999996	0.999996
9.255	1	1	1	1	0.999996	0.999996
9.26	1	1	1	1	0.999996	0.999996
9.265	1	1	1	1	0.999996	0.999996
9.27	1	1	1	1	0.999996	0.999996
9.275	1	1	1	1	0.999996	0.999996
9.28	1	1	1	1	0.999996	0.999996
9.285	1	1	1	1	0.999996	0.999996
9.29	1	1	1	1	0.999996	0.999996
9.295	1	1	1	1	0.999996	0.999996
9.3	1	1	1	1	0.999996	0.999996
9.305	1	1	1	1	0.999996	0.999996
9.31	1	1	1	1	0.999997	0.999997
9.315	1	1	1	1	0.999997	0.999997
9.32	1	1	1	1	0.999997	0.999997
9.325	1	1	1	1	0.999997	0.999997
9.33	1	1	1	1	0.999997	0.999997
9.335	1	1	1	1	0.999997	0.999997
9.34	1	1	1	1	0.999997	0.999997
9.345	1	1	1	1	0.999997	0.999997
9.35	1	1	1	1	0.999997	0.999997
9.355	1	1	1	1	0.999997	0.999997
9.36	1	1	1	1	0.999997	0.999997
9.365	1	1	1	1	0.999997	0.999997
9.37	1	1	1	1	0.999997	0.999997
9.375	1	1	1	1	0.999997	0.999997
9.38	1	1	1	1	0.999997	0.999997
9.385	1	1	1	1	0.999997	0.999997
9.39	1	1	1	1	0.999997	0.999997
9.395	1	1	1	1	0.999997	0.999997
9.4	1	1	1	1	0.999997	0.999997
9.405	1	1	1	1	0.999997	0.999997
9.41	1	1	1	1	0.999997	0.999997
9.415	1	1	1	1	0.999997	0.999997
9.42	1	1	1	1	0.999997	0.999997
9.425	1	1	1	1	0.999997	0.999997
9.43	1	1	1	1	0.999997	0.999997
9.435	1	1	1	1	0.999997	0.999997
9.44	1	1	1	1	0.999997	0.999997
9.445	1	1	1	1	0.999997	0.999997
9.45	1	1	1	1	0.999997	0.999997
9.455	1	1	1	1	0.999998	0.999998
9.46	1	1	1	1	0.999998	0.999998
9.465	1	1	1	1	0.999998	0.999998
9.47	1	1	1	1	0.999998	0.999998
9.475	1	1	1	1	0.999998	0.999998
9.48	1	1	1	1	0.999998	0.999998
9.485	1	1	1	1	0.999998	0.999998
9.49	1	1	1	1	0.999998	0.999998
9.495	1	1	1	1	0.999998	0.999998
9.5	1	1	1	1	0.999998	0.999998
9.505	1	1	1	1	0.999998	0.999998
9.51	1	1	1	1	0.999998	0.999998
9.515	1	1	1	1	0.999998	0.999998
9.52	1	1	1	1	0.999998	0.999998
9.525	1	1	1	1	0.999998	0.999998
9.53	1	1	1	1	0.999998	0.999998
9.535	1	1	1	1	0.999998	0.999998
9.54	1	1	1	1	0.999998	0.999998
9.545	1	1	1	1	0.999998	0.999998
9.55	1	1	1	1	0.999998	0.999998
9.555	1	1	1	1	0.999998	0.999998
9.56	1	1	1	1	0.999998	0.999998
9.565	1	1	1	1	0.999998	0.999998
9.57	1	1	1	1	0.999998	0.999998
9.575	1	1	1	1	0.999998	0.999998
9.58	1	1	1	1	0.999998	0.999998
9.585	1	1	1	1	0.999998	0.999998
9.59	1	1	1	1	0.999998	0.999998
9.595	1	1	1	1	0.999998	0.999998
9.6	1	1	1	1	0.999998	0.999998
9.605	1	1	1	1	0.999998	0.999998
9.61	1	1	1	1	0.999998	0.999998
9.615	1	1	1	1	0.999998	0.999998
9.62	1	1	1	1	0.999998	0.999998
9.625	1	1	1	1	0.999998	0.999998
9.63	1	1	1	1	0.999998	0.999998
9.635	1	1	1	1	0.999998	0.999998
9.64	1	1	1	1	0.999998	0.999998
9.645	1	1	1	1	0.999998	0.999998
9.65	1	1	1	1	0.999998	0.999998
9.655	1	1	1	1	0.999998	0.999998
9.66	1	1	1	1	0.999998	0.999998
9.665	1	1	1	1	0.999998	0.999998
9.67	1	1	1	1	0.999998	0.999998
9.675	1	1	1	1	0.999999	0.999999
9.68	1	1	1	1	0.999999	0.999999
9.685	1	1	1	1	0.999999	0.999999
9.69	1	1	1	1	0.999999	0.999999
9.695	1	1	1	1	0.999999	0.999999
9.7	1	1	1	1	0.999999	0.999999
9.705	1	1	1	1	0.999999	0.999999
9.71	1	1	1	1	0.999999	0.999999
9.715	1	1	1	1	0.999999	0.999999
9.72	1	1	1	1	0.999999	0.999999
9.725	1	1	1	1	0.999999	0.999999
9.73	1	1	1	1	0.999999	0.999999
9.735	1	1	1	1	0.999999	0.999999
9.74	1	1	1	1	0.999999	0.999999
9.745	1	1	1	1	0.999999	0.999999
9.75	1	1	1	1	0.999999	0.999999
9.755	1	1	1	1	0.999999	0.999999
9.76	1	1	1	1	0.999999	0.999999
9.765	1	1	1	1	0.999999	0.999999
9.77	1	1	1	1	0.999999	0.999999
9.775	1	1	1	1	0.999999	0.999999
9.78	1	1	1	1	0.999999	0.999999
9.785	1	1	1	1	0.999999	0.999999
9.79	1	1	1	1	0.999999	0.999999
9.795	1	1	1	1	0.999999	0.999999
9.8	1	1	1	1	0.999999	0.999999
9.805	1	1	1	1	0.999999	0.999999
9.81	1	1	1	1	0.999999	0.999999
9.815	1	1	1	1	0.999999	0.999999
9.82	1	1	1	1	0.999999	0.999999
9.825	1	1	1	1	0.999999	0.999999
9.83	1	1	1	1	0.999999	0.999999
9.835	1	1	1	1	0.999999	0.999999
9.84	1	1	1	1	0.999999	0.999999
9.845	1	1	1	1	0.999999	0.999999
9.85	1	1	1	1	0.999999	0.999999
9.855	1	1	1	1	0.999999	0.999999
9.86	1	1	1	1	0.999999	0.999999
9.865	1	1	1	1	0.999999	0.999999
9.87	1	1	1	1	0.999999	0.999999
9.875	1	1	1	1	0.999999	0.999999
9.88	1	1	1	1	0.999999	0.999999
9.885	1	1	1	1	0.999999	0.999999
9.89	1	1	1	1	0.999999	0.999999
9.895	1	1	1	1	0.999999	0.999999
9.9	1	1	1	1	0.999999	0.999999
9.905	1	1	1	1	0.999999	0.999999
9.91	1	1	1	1	0.999999	0.999999
9.915	1	1	1	1	0.999999	0.999999
9.92	1	1	1	1	0.999999	0.999999
9.925	1	1	1	1	0.999999	0.999999
9.93	1	1	1	1	0.999999	0.999999
9.935	1	1	1	1	0.999999	0.999999
9.94	1	1	1	1	0.999999	0.999999
9.945	1	1	1	1	0.999999	0.999999
9.95	1	1	1	1	0.999999	0.999999
9.955	1	1	1	1	0.999999	0.999999
9.96	1	1	1	1	0.999999	0.999999
9.965	1	1	1	1	0.999999	0.999999
9.97	1	1	1	1	0.999999	0.999999
9.975	1	1	1	1	0.999999	0.999999
9.98	1	1	1	1	0.999999	0.999999
9.985	1	1	1	1	0.999999	0.999999
9.99	1	1	1	1	0.999999	0.999999
9.995	1	1	1	1	0.999999	0.999999
10	1	1	1	1	0.999999	0.999999
10.005	1	1	1	1	0.999999	0.999999
10.01	1	1	1	1	0.999999	0.999999
10.015	1	1	1	1	0.999999	0.999999
10.02	1	1	1	1	0.999999	0.999999
10.025	1	1	1	1	0.999999	0.999999
10.03	1	1	1	1	0.999999	0.999999
10.035	1	1	1	1	0.999999	0.999999
10.04	1	1	1	1	0.999999	0.999999
10.045	1	1	1	1	0.999999	0.999999
10.05	1	1	1	1	0.999999	0.999999
10.055	1	1	1	1	0.999999	0.999999
10.06	1	1	1	1	0.999999	0.999999
10.065	1	1	1	1	0.999999	0.999999
10.07	1	1	1	1	0.999999	0.999999
10.075	1	1	1	1	0.999999	0.999999
10.08	1	1	1	1	0.999999	0.999999
10.085	1	1	1	1	0.999999	0.999999
10.09	1	1	1	1	0.999999	0.999999
10.095	1	1	1	1	0.999999	0.999999
10.1	1	1	1	1	0.999999	0.999999
10.105	1	1	1	1	0.999999	0.999999
10.11	1	1	1	1	0.999999	0.999999
10.115	1	1	1	1	0.999999	0.999999
10.12	1	1	1	1	0.999999	0.999999
10.125	1	1	1	1	1	1
10.13	1	1	1	1	1	1
10.135	1	1	1	1	1	1
10.14	1	1	1	1	1	1
10.145	1	1	1	1	1	1
10.15	1	1	1	1	1	1
10.155	1	1	1	1	1	1
10.16	1	1	1	1	1	1
10.165	1	1	1	1	1	1
10.17	1	1	1	1	1	1
10.175	1	1	1	1	1	1
10.18	1	1	1	1	1	1
10.185	1	1	1	1	1	1
10.19	1	1	1	1	1	1
10.195	1	1	1	1	1	1
10.2	1	1	1	1	1	1
10.205	1	1	1	1	1	1
10.21	1	1	1	1	1	1
10.215	1	1	1	1	1	1
10.22	1	1	1	1	1	1
10.225	1	1	1	1	1	1
10.23	1	1	1	1	1	1
10.235	1	1	1	1	1	1
10.24	1	1	1	1	1	1
10.245	1	1	1	1	1	1
10.25	1	1	1	1	1	1
10.255	1	1	1	1	1	1
10.26	1	1	1	1	1	1
10.265	1	1	1	1	1	1
10.27	1	1	1	1	1	1
10.275	1	1	1	1	1	1
10.28	1	1	1	1	1	1
10.285	1	1	1	1	1	1
10.29	1	1	1	1	1	1
10.295	1	1	1	1	1	1
10.3	1	1	1	1	1	1
10.305	1	1	1	1	1	1
10.31	1	1	1	1	1	1
10.315	1	1	1	1	1	1
10.32	1	1	1	1	1	1
10.325	1	1	1	1	1	1
10.33	1	1	1	1	1	1
10.335	1	1	1	1	1	1
10.34	1	1	1	1	1	1
10.345	1	1	1	1	1	1
10.35	1	1	1	1	1	1
10.355	1	1	1	1	1	1
10.36	1	1	1	1	1	1
10.365	1	1	1	1	1	1
10.37	1	1	1	1	1	1
10.375	1	1	1	1	1	1
10.38	1	1	1	1	1	1
10.385	1	1	1	1	1	1
10.39	1	1	1	1	1	1
10.395	1	1	1	1	1	1
10.4	1	1	1	1	1	1
10.405	1	1	1	1	1	1
10.41	1	1	1	1	1	1
10.415	1	1	1	1	1	1
10.42	1	1	1	1	1	1
10.425	1	1	1	1	1	1
10.43	1	1	1	1	1	1
10.435	1	1	1	1	1	1
10.44	1	1	1	1	1	1
10.445	1	1	1	1	1	1
10.45	1	1	1	1	1	1
10.455	1	1	1	1	1	1
10.46	1	1	1	1	1	1
10.465	1	1	1	1	1	1
10.47	1	1	1	1	1	1
10.475	1	1	1	1	1	1
10.48	1	1	1	1	1	1
10.485	1	1	1	1	1	1
10.49	1	1	1	1	1	1
10.495	1	1	1	1	1	1
10.5	1	1	1	1	1	1
10.505	1	1	1	1	1	1
10.51	1	1	1	1	1	1
10.515	1	1	1	1	1	1
10.52	1	1	1	1	1	1
10.525	1	1	1	1	1	1
10.53	1	1	1	1	1	1
10.535	1	1	1	1	1	1
10.54	1	1	1	1	1	1
10.545	1	1	1	1	1	1
10.55	1	1	1	1	1	1
10.555	1	1	1	1	1	1
10.56	1	1	1	1	1	1
10.565	1	1	1	1	1	1
10.57	1	1	1	1	1	1
10.575	1	1	1	1	1	1
10.58	1	1	1	1	1	1
10.585	1	1	1	1	1	1
10.59	1	1	1	1	1	1
10.595	1	1	1	1	1	1
10.6	1	1	1	1	1	1
10.605	1	1	1	1	1	1
10.61	1	1	1	1	1	1
10.615	1	1	1	1	1	1
10.62	1	1	1	1	1	1
10.625	1	1	1	1	1	1
10.63	1	1	1	1	1	1
10.635	1	1	1	1	1	1
