t 	 error 
0.3927	-4.45367
0.3928	-4.4538
0.3929	-4.45393
0.393	-4.45406
0.3931	-4.4542
0.3932	-4.45433
0.3933	-4.45446
0.3934	-4.45459
0.3935	-4.45473
0.3936	-4.45486
0.3937	-4.45499
0.3938	-4.45512
0.3939	-4.45526
0.394	-4.45539
0.3941	-4.45552
0.3942	-4.45565
0.3943	-4.45579
0.3944	-4.45592
0.3945	-4.45605
0.3946	-4.45618
0.3947	-4.45631
0.3948	-4.45645
0.3949	-4.45658
0.395	-4.45671
0.3951	-4.45684
0.3952	-4.45698
0.3953	-4.45711
0.3954	-4.45724
0.3955	-4.45737
0.3956	-4.4575
0.3957	-4.45764
0.3958	-4.45777
0.3959	-4.4579
0.396	-4.45803
0.3961	-4.45816
0.3962	-4.4583
0.3963	-4.45843
0.3964	-4.45856
0.3965	-4.45869
0.3966	-4.45882
0.3967	-4.45895
0.3968	-4.45909
0.3969	-4.45922
0.397	-4.45935
0.3971	-4.45948
0.3972	-4.45961
0.3973	-4.45974
0.3974	-4.45988
0.3975	-4.46001
0.3976	-4.46014
0.3977	-4.46027
0.3978	-4.4604
0.3979	-4.46053
0.398	-4.46066
0.3981	-4.4608
0.3982	-4.46093
0.3983	-4.46106
0.3984	-4.46119
0.3985	-4.46132
0.3986	-4.46145
0.3987	-4.46158
0.3988	-4.46171
0.3989	-4.46184
0.399	-4.46197
0.3991	-4.4621
0.3992	-4.46223
0.3993	-4.46236
0.3994	-4.46249
0.3995	-4.46262
0.3996	-4.46275
0.3997	-4.46288
0.3998	-4.46301
0.3999	-4.46314
0.4	-4.46327
0.4001	-4.4634
0.4002	-4.46353
0.4003	-4.46366
0.4004	-4.46379
0.4005	-4.46392
0.4006	-4.46405
0.4007	-4.46418
0.4008	-4.46431
0.4009	-4.46444
0.401	-4.46457
0.4011	-4.4647
0.4012	-4.46483
0.4013	-4.46496
0.4014	-4.46509
0.4015	-4.46522
0.4016	-4.46535
0.4017	-4.46548
0.4018	-4.4656
0.4019	-4.46573
0.402	-4.46586
0.4021	-4.46599
0.4022	-4.46612
0.4023	-4.46625
0.4024	-4.46638
0.4025	-4.46651
0.4026	-4.46664
0.4027	-4.46677
0.4028	-4.4669
0.4029	-4.46703
0.403	-4.46716
0.4031	-4.46729
0.4032	-4.46742
0.4033	-4.46754
0.4034	-4.46767
0.4035	-4.4678
0.4036	-4.46793
0.4037	-4.46806
0.4038	-4.46819
0.4039	-4.46832
0.404	-4.46845
0.4041	-4.46858
0.4042	-4.46871
0.4043	-4.46883
0.4044	-4.46896
0.4045	-4.46909
0.4046	-4.46922
0.4047	-4.46935
0.4048	-4.46948
0.4049	-4.46961
0.405	-4.46974
0.4051	-4.46986
0.4052	-4.46999
0.4053	-4.47012
0.4054	-4.47025
0.4055	-4.47038
0.4056	-4.47051
0.4057	-4.47064
0.4058	-4.47076
0.4059	-4.47089
0.406	-4.47102
0.4061	-4.47115
0.4062	-4.47128
0.4063	-4.47141
0.4064	-4.47154
0.4065	-4.47166
0.4066	-4.47179
0.4067	-4.47192
0.4068	-4.47205
0.4069	-4.47218
0.407	-4.47231
0.4071	-4.47243
0.4072	-4.47256
0.4073	-4.47269
0.4074	-4.47282
0.4075	-4.47295
0.4076	-4.47307
0.4077	-4.4732
0.4078	-4.47333
0.4079	-4.47346
0.408	-4.47359
0.4081	-4.47371
0.4082	-4.47384
0.4083	-4.47397
0.4084	-4.4741
0.4085	-4.47423
0.4086	-4.47435
0.4087	-4.47448
0.4088	-4.47461
0.4089	-4.47474
0.409	-4.47487
0.4091	-4.47499
0.4092	-4.47512
0.4093	-4.47525
0.4094	-4.47538
0.4095	-4.4755
0.4096	-4.47563
0.4097	-4.47576
0.4098	-4.47589
0.4099	-4.47601
0.41	-4.47614
0.4101	-4.47627
0.4102	-4.4764
0.4103	-4.47652
0.4104	-4.47665
0.4105	-4.47678
0.4106	-4.47691
0.4107	-4.47703
0.4108	-4.47716
0.4109	-4.47729
0.411	-4.47742
0.4111	-4.47754
0.4112	-4.47767
0.4113	-4.4778
0.4114	-4.47793
0.4115	-4.47805
0.4116	-4.47818
0.4117	-4.47831
0.4118	-4.47843
0.4119	-4.47856
0.412	-4.47869
0.4121	-4.47881
0.4122	-4.47894
0.4123	-4.47907
0.4124	-4.4792
0.4125	-4.47932
0.4126	-4.47945
0.4127	-4.47958
0.4128	-4.4797
0.4129	-4.47983
0.413	-4.47996
0.4131	-4.48008
0.4132	-4.48021
0.4133	-4.48033
0.4134	-4.48046
0.4135	-4.48058
0.4136	-4.48071
0.4137	-4.48084
0.4138	-4.48096
0.4139	-4.48109
0.414	-4.48121
0.4141	-4.48134
0.4142	-4.48146
0.4143	-4.48159
0.4144	-4.48172
0.4145	-4.48184
0.4146	-4.48197
0.4147	-4.48209
0.4148	-4.48222
0.4149	-4.48234
0.415	-4.48247
0.4151	-4.48259
0.4152	-4.48272
0.4153	-4.48285
0.4154	-4.48297
0.4155	-4.4831
0.4156	-4.48322
0.4157	-4.48335
0.4158	-4.48347
0.4159	-4.4836
0.416	-4.48372
0.4161	-4.48385
0.4162	-4.48397
0.4163	-4.4841
0.4164	-4.48422
0.4165	-4.48435
0.4166	-4.48447
0.4167	-4.4846
0.4168	-4.48472
0.4169	-4.48485
0.417	-4.48497
0.4171	-4.4851
0.4172	-4.48522
0.4173	-4.48535
0.4174	-4.48547
0.4175	-4.4856
0.4176	-4.48572
0.4177	-4.48585
0.4178	-4.48597
0.4179	-4.4861
0.418	-4.48622
0.4181	-4.48635
0.4182	-4.48647
0.4183	-4.4866
0.4184	-4.48672
0.4185	-4.48685
0.4186	-4.48697
0.4187	-4.4871
0.4188	-4.48722
0.4189	-4.48734
0.419	-4.48747
0.4191	-4.48759
0.4192	-4.48772
0.4193	-4.48784
0.4194	-4.48797
0.4195	-4.48809
0.4196	-4.48822
0.4197	-4.48834
0.4198	-4.48846
0.4199	-4.48859
0.42	-4.48871
0.4201	-4.48884
0.4202	-4.48896
0.4203	-4.48909
0.4204	-4.48921
0.4205	-4.48933
0.4206	-4.48946
0.4207	-4.48958
0.4208	-4.48971
0.4209	-4.48983
0.421	-4.48996
0.4211	-4.49008
0.4212	-4.4902
0.4213	-4.49033
0.4214	-4.49045
0.4215	-4.49058
0.4216	-4.4907
0.4217	-4.49082
0.4218	-4.49095
0.4219	-4.49107
0.422	-4.4912
0.4221	-4.49132
0.4222	-4.49144
0.4223	-4.49157
0.4224	-4.49169
0.4225	-4.49181
0.4226	-4.49194
0.4227	-4.49206
0.4228	-4.49219
0.4229	-4.49231
0.423	-4.49243
0.4231	-4.49256
0.4232	-4.49268
0.4233	-4.4928
0.4234	-4.49293
0.4235	-4.49305
0.4236	-4.49317
0.4237	-4.4933
0.4238	-4.49342
0.4239	-4.49355
0.424	-4.49367
0.4241	-4.49379
0.4242	-4.49392
0.4243	-4.49404
0.4244	-4.49416
0.4245	-4.49429
0.4246	-4.49441
0.4247	-4.49453
0.4248	-4.49466
0.4249	-4.49478
0.425	-4.4949
0.4251	-4.49502
0.4252	-4.49515
0.4253	-4.49527
0.4254	-4.49539
0.4255	-4.49552
0.4256	-4.49564
0.4257	-4.49576
0.4258	-4.49589
0.4259	-4.49601
0.426	-4.49613
0.4261	-4.49626
0.4262	-4.49638
0.4263	-4.4965
0.4264	-4.49662
0.4265	-4.49675
0.4266	-4.49687
0.4267	-4.49699
0.4268	-4.49712
0.4269	-4.49724
0.427	-4.49736
0.4271	-4.49748
0.4272	-4.49761
0.4273	-4.49773
0.4274	-4.49785
0.4275	-4.49798
0.4276	-4.4981
0.4277	-4.49822
0.4278	-4.49834
0.4279	-4.49846
0.428	-4.49859
0.4281	-4.49871
0.4282	-4.49883
0.4283	-4.49895
0.4284	-4.49907
0.4285	-4.49919
0.4286	-4.49932
0.4287	-4.49944
0.4288	-4.49956
0.4289	-4.49968
0.429	-4.4998
0.4291	-4.49992
0.4292	-4.50004
0.4293	-4.50017
0.4294	-4.50029
0.4295	-4.50041
0.4296	-4.50053
0.4297	-4.50065
0.4298	-4.50077
0.4299	-4.50089
0.43	-4.50102
0.4301	-4.50114
0.4302	-4.50126
0.4303	-4.50138
0.4304	-4.5015
0.4305	-4.50162
0.4306	-4.50174
0.4307	-4.50186
0.4308	-4.50198
0.4309	-4.50211
0.431	-4.50223
0.4311	-4.50235
0.4312	-4.50247
0.4313	-4.50259
0.4314	-4.50271
0.4315	-4.50283
0.4316	-4.50295
0.4317	-4.50307
0.4318	-4.50319
0.4319	-4.50332
0.432	-4.50344
0.4321	-4.50356
0.4322	-4.50368
0.4323	-4.5038
0.4324	-4.50392
0.4325	-4.50404
0.4326	-4.50416
0.4327	-4.50428
0.4328	-4.5044
0.4329	-4.50452
0.433	-4.50464
0.4331	-4.50476
0.4332	-4.50488
0.4333	-4.50501
0.4334	-4.50513
0.4335	-4.50525
0.4336	-4.50537
0.4337	-4.50549
0.4338	-4.50561
0.4339	-4.50573
0.434	-4.50585
0.4341	-4.50597
0.4342	-4.50609
0.4343	-4.50621
0.4344	-4.50633
0.4345	-4.50645
0.4346	-4.50657
0.4347	-4.50669
0.4348	-4.50681
0.4349	-4.50693
0.435	-4.50705
0.4351	-4.50717
0.4352	-4.50729
0.4353	-4.50741
0.4354	-4.50753
0.4355	-4.50765
0.4356	-4.50777
0.4357	-4.50789
0.4358	-4.50801
0.4359	-4.50813
0.436	-4.50825
0.4361	-4.50837
0.4362	-4.50849
0.4363	-4.50861
0.4364	-4.50873
0.4365	-4.50885
0.4366	-4.50897
0.4367	-4.50909
0.4368	-4.50921
0.4369	-4.50933
0.437	-4.50945
0.4371	-4.50957
0.4372	-4.50969
0.4373	-4.50981
0.4374	-4.50993
0.4375	-4.51005
0.4376	-4.51017
0.4377	-4.51029
0.4378	-4.51041
0.4379	-4.51053
0.438	-4.51065
0.4381	-4.51077
0.4382	-4.51089
0.4383	-4.51101
0.4384	-4.51113
0.4385	-4.51125
0.4386	-4.51137
0.4387	-4.51149
0.4388	-4.51161
0.4389	-4.51172
0.439	-4.51184
0.4391	-4.51196
0.4392	-4.51208
0.4393	-4.5122
0.4394	-4.51232
0.4395	-4.51244
0.4396	-4.51256
0.4397	-4.51268
0.4398	-4.5128
0.4399	-4.51292
0.44	-4.51304
0.4401	-4.51316
0.4402	-4.51327
0.4403	-4.51339
0.4404	-4.51351
0.4405	-4.51363
0.4406	-4.51375
0.4407	-4.51387
0.4408	-4.51399
0.4409	-4.51411
0.441	-4.51423
0.4411	-4.51435
0.4412	-4.51447
0.4413	-4.51458
0.4414	-4.5147
0.4415	-4.51482
0.4416	-4.51494
0.4417	-4.51506
0.4418	-4.51518
0.4419	-4.5153
0.442	-4.51542
0.4421	-4.51553
0.4422	-4.51565
0.4423	-4.51577
0.4424	-4.51589
0.4425	-4.51601
0.4426	-4.51613
0.4427	-4.51625
0.4428	-4.51637
0.4429	-4.51648
0.443	-4.5166
0.4431	-4.51672
0.4432	-4.51684
0.4433	-4.51695
0.4434	-4.51707
0.4435	-4.51719
0.4436	-4.51731
0.4437	-4.51743
0.4438	-4.51754
0.4439	-4.51766
0.444	-4.51778
0.4441	-4.5179
0.4442	-4.51801
0.4443	-4.51813
0.4444	-4.51825
0.4445	-4.51837
0.4446	-4.51848
0.4447	-4.5186
0.4448	-4.51872
0.4449	-4.51883
0.445	-4.51895
0.4451	-4.51907
0.4452	-4.51919
0.4453	-4.5193
0.4454	-4.51942
0.4455	-4.51954
0.4456	-4.51966
0.4457	-4.51977
0.4458	-4.51989
0.4459	-4.52001
0.446	-4.52012
0.4461	-4.52024
0.4462	-4.52036
0.4463	-4.52048
0.4464	-4.52059
0.4465	-4.52071
0.4466	-4.52083
0.4467	-4.52094
0.4468	-4.52106
0.4469	-4.52118
0.447	-4.5213
0.4471	-4.52141
0.4472	-4.52153
0.4473	-4.52165
0.4474	-4.52176
0.4475	-4.52188
0.4476	-4.522
0.4477	-4.52211
0.4478	-4.52223
0.4479	-4.52235
0.448	-4.52246
0.4481	-4.52258
0.4482	-4.5227
0.4483	-4.52281
0.4484	-4.52293
0.4485	-4.52305
0.4486	-4.52316
0.4487	-4.52328
0.4488	-4.5234
0.4489	-4.52351
0.449	-4.52363
0.4491	-4.52375
0.4492	-4.52386
0.4493	-4.52398
0.4494	-4.5241
0.4495	-4.52421
0.4496	-4.52433
0.4497	-4.52445
0.4498	-4.52456
0.4499	-4.52468
0.45	-4.52479
0.4501	-4.52491
0.4502	-4.52503
0.4503	-4.52514
0.4504	-4.52526
0.4505	-4.52538
0.4506	-4.52549
0.4507	-4.52561
0.4508	-4.52572
0.4509	-4.52584
0.451	-4.52596
0.4511	-4.52607
0.4512	-4.52619
0.4513	-4.52631
0.4514	-4.52642
0.4515	-4.52654
0.4516	-4.52665
0.4517	-4.52677
0.4518	-4.52689
0.4519	-4.527
0.452	-4.52712
0.4521	-4.52723
0.4522	-4.52735
0.4523	-4.52747
0.4524	-4.52758
0.4525	-4.5277
0.4526	-4.52781
0.4527	-4.52793
0.4528	-4.52804
0.4529	-4.52816
0.453	-4.52828
0.4531	-4.52839
0.4532	-4.52851
0.4533	-4.52862
0.4534	-4.52874
0.4535	-4.52885
0.4536	-4.52897
0.4537	-4.52909
0.4538	-4.5292
0.4539	-4.52932
0.454	-4.52943
0.4541	-4.52955
0.4542	-4.52966
0.4543	-4.52978
0.4544	-4.52989
0.4545	-4.53001
0.4546	-4.53013
0.4547	-4.53024
0.4548	-4.53036
0.4549	-4.53047
0.455	-4.53059
0.4551	-4.5307
0.4552	-4.53082
0.4553	-4.53093
0.4554	-4.53105
0.4555	-4.53116
0.4556	-4.53128
0.4557	-4.53139
0.4558	-4.53151
0.4559	-4.53163
0.456	-4.53174
0.4561	-4.53186
0.4562	-4.53197
0.4563	-4.53209
0.4564	-4.5322
0.4565	-4.53232
0.4566	-4.53243
0.4567	-4.53255
0.4568	-4.53266
0.4569	-4.53278
0.457	-4.53289
0.4571	-4.53301
0.4572	-4.53312
0.4573	-4.53324
0.4574	-4.53335
0.4575	-4.53347
0.4576	-4.53358
0.4577	-4.5337
0.4578	-4.53381
0.4579	-4.53393
0.458	-4.53404
0.4581	-4.53416
0.4582	-4.53427
0.4583	-4.53438
0.4584	-4.5345
0.4585	-4.53461
0.4586	-4.53473
0.4587	-4.53484
0.4588	-4.53495
0.4589	-4.53507
0.459	-4.53518
0.4591	-4.5353
0.4592	-4.53541
0.4593	-4.53552
0.4594	-4.53564
0.4595	-4.53575
0.4596	-4.53587
0.4597	-4.53598
0.4598	-4.53609
0.4599	-4.53621
0.46	-4.53632
0.4601	-4.53643
0.4602	-4.53655
0.4603	-4.53666
0.4604	-4.53677
0.4605	-4.53689
0.4606	-4.537
0.4607	-4.53712
0.4608	-4.53723
0.4609	-4.53734
0.461	-4.53746
0.4611	-4.53757
0.4612	-4.53768
0.4613	-4.5378
0.4614	-4.53791
0.4615	-4.53802
0.4616	-4.53814
0.4617	-4.53825
0.4618	-4.53836
0.4619	-4.53848
0.462	-4.53859
0.4621	-4.5387
0.4622	-4.53882
0.4623	-4.53893
0.4624	-4.53904
0.4625	-4.53916
0.4626	-4.53927
0.4627	-4.53938
0.4628	-4.53949
0.4629	-4.53961
0.463	-4.53972
0.4631	-4.53983
0.4632	-4.53995
0.4633	-4.54006
0.4634	-4.54017
0.4635	-4.54029
0.4636	-4.5404
0.4637	-4.54051
0.4638	-4.54063
0.4639	-4.54074
0.464	-4.54085
0.4641	-4.54096
0.4642	-4.54108
0.4643	-4.54119
0.4644	-4.5413
0.4645	-4.54142
0.4646	-4.54153
0.4647	-4.54164
0.4648	-4.54175
0.4649	-4.54187
0.465	-4.54198
0.4651	-4.54209
0.4652	-4.5422
0.4653	-4.54232
0.4654	-4.54243
0.4655	-4.54254
0.4656	-4.54265
0.4657	-4.54277
0.4658	-4.54288
0.4659	-4.54299
0.466	-4.54311
0.4661	-4.54322
0.4662	-4.54333
0.4663	-4.54344
0.4664	-4.54356
0.4665	-4.54367
0.4666	-4.54378
0.4667	-4.54389
0.4668	-4.544
0.4669	-4.54412
0.467	-4.54423
0.4671	-4.54434
0.4672	-4.54445
0.4673	-4.54457
0.4674	-4.54468
0.4675	-4.54479
0.4676	-4.5449
0.4677	-4.54502
0.4678	-4.54513
0.4679	-4.54524
0.468	-4.54535
0.4681	-4.54546
0.4682	-4.54558
0.4683	-4.54569
0.4684	-4.5458
0.4685	-4.54591
0.4686	-4.54603
0.4687	-4.54614
0.4688	-4.54625
0.4689	-4.54636
0.469	-4.54647
0.4691	-4.54659
0.4692	-4.5467
0.4693	-4.54681
0.4694	-4.54692
0.4695	-4.54703
0.4696	-4.54714
0.4697	-4.54726
0.4698	-4.54737
0.4699	-4.54748
0.47	-4.54759
0.4701	-4.5477
0.4702	-4.54782
0.4703	-4.54793
0.4704	-4.54804
0.4705	-4.54815
0.4706	-4.54826
0.4707	-4.54837
0.4708	-4.54849
0.4709	-4.5486
0.471	-4.54871
0.4711	-4.54882
0.4712	-4.54893
0.4713	-4.54904
0.4714	-4.54916
0.4715	-4.54927
0.4716	-4.54938
0.4717	-4.54949
0.4718	-4.5496
0.4719	-4.54971
0.472	-4.54982
0.4721	-4.54994
0.4722	-4.55005
0.4723	-4.55016
0.4724	-4.55027
0.4725	-4.55038
0.4726	-4.55049
0.4727	-4.5506
0.4728	-4.55072
0.4729	-4.55083
0.473	-4.55094
0.4731	-4.55105
0.4732	-4.55116
0.4733	-4.55127
0.4734	-4.55138
0.4735	-4.55149
0.4736	-4.55161
0.4737	-4.55172
0.4738	-4.55183
0.4739	-4.55194
0.474	-4.55205
0.4741	-4.55216
0.4742	-4.55227
0.4743	-4.55238
0.4744	-4.55249
0.4745	-4.5526
0.4746	-4.55271
0.4747	-4.55282
0.4748	-4.55293
0.4749	-4.55304
0.475	-4.55315
0.4751	-4.55326
0.4752	-4.55337
0.4753	-4.55348
0.4754	-4.55359
0.4755	-4.5537
0.4756	-4.55382
0.4757	-4.55393
0.4758	-4.55404
0.4759	-4.55415
0.476	-4.55426
0.4761	-4.55437
0.4762	-4.55448
0.4763	-4.55459
0.4764	-4.55469
0.4765	-4.5548
0.4766	-4.55491
0.4767	-4.55502
0.4768	-4.55513
0.4769	-4.55524
0.477	-4.55535
0.4771	-4.55546
0.4772	-4.55557
0.4773	-4.55568
0.4774	-4.55579
0.4775	-4.5559
0.4776	-4.55601
0.4777	-4.55612
0.4778	-4.55623
0.4779	-4.55634
0.478	-4.55645
0.4781	-4.55656
0.4782	-4.55667
0.4783	-4.55678
0.4784	-4.55689
0.4785	-4.557
0.4786	-4.55711
0.4787	-4.55722
0.4788	-4.55733
0.4789	-4.55744
0.479	-4.55755
0.4791	-4.55766
0.4792	-4.55777
0.4793	-4.55788
0.4794	-4.55798
0.4795	-4.55809
0.4796	-4.5582
0.4797	-4.55831
0.4798	-4.55842
0.4799	-4.55853
0.48	-4.55864
0.4801	-4.55875
0.4802	-4.55886
0.4803	-4.55897
0.4804	-4.55908
0.4805	-4.55919
0.4806	-4.5593
0.4807	-4.55941
0.4808	-4.55951
0.4809	-4.55962
0.481	-4.55973
0.4811	-4.55984
0.4812	-4.55995
0.4813	-4.56006
0.4814	-4.56017
0.4815	-4.56028
0.4816	-4.56039
0.4817	-4.5605
0.4818	-4.56061
0.4819	-4.56071
0.482	-4.56082
0.4821	-4.56093
0.4822	-4.56104
0.4823	-4.56115
0.4824	-4.56126
0.4825	-4.56137
0.4826	-4.56148
0.4827	-4.56159
0.4828	-4.56169
0.4829	-4.5618
0.483	-4.56191
0.4831	-4.56202
0.4832	-4.56213
0.4833	-4.56224
0.4834	-4.56235
0.4835	-4.56246
0.4836	-4.56256
0.4837	-4.56267
0.4838	-4.56278
0.4839	-4.56289
0.484	-4.563
0.4841	-4.56311
0.4842	-4.56322
0.4843	-4.56332
0.4844	-4.56343
0.4845	-4.56354
0.4846	-4.56365
0.4847	-4.56376
0.4848	-4.56387
0.4849	-4.56398
0.485	-4.56408
0.4851	-4.56419
0.4852	-4.5643
0.4853	-4.56441
0.4854	-4.56452
0.4855	-4.56463
0.4856	-4.56473
0.4857	-4.56484
0.4858	-4.56495
0.4859	-4.56506
0.486	-4.56517
0.4861	-4.56528
0.4862	-4.56538
0.4863	-4.56549
0.4864	-4.5656
0.4865	-4.56571
0.4866	-4.56582
0.4867	-4.56593
0.4868	-4.56603
0.4869	-4.56614
0.487	-4.56625
0.4871	-4.56636
0.4872	-4.56647
0.4873	-4.56657
0.4874	-4.56668
0.4875	-4.56679
0.4876	-4.5669
0.4877	-4.56701
0.4878	-4.56711
0.4879	-4.56722
0.488	-4.56733
0.4881	-4.56744
0.4882	-4.56755
0.4883	-4.56765
0.4884	-4.56776
0.4885	-4.56787
0.4886	-4.56798
0.4887	-4.56808
0.4888	-4.56819
0.4889	-4.5683
0.489	-4.56841
0.4891	-4.56852
0.4892	-4.56862
0.4893	-4.56873
0.4894	-4.56884
0.4895	-4.56895
0.4896	-4.56905
0.4897	-4.56916
0.4898	-4.56927
0.4899	-4.56938
0.49	-4.56949
0.4901	-4.56959
0.4902	-4.5697
0.4903	-4.56981
0.4904	-4.56992
0.4905	-4.57002
0.4906	-4.57013
0.4907	-4.57024
0.4908	-4.57034
0.4909	-4.57045
0.491	-4.57056
0.4911	-4.57066
0.4912	-4.57077
0.4913	-4.57088
0.4914	-4.57098
0.4915	-4.57109
0.4916	-4.5712
0.4917	-4.5713
0.4918	-4.57141
0.4919	-4.57152
0.492	-4.57162
0.4921	-4.57173
0.4922	-4.57184
0.4923	-4.57194
0.4924	-4.57205
0.4925	-4.57216
0.4926	-4.57226
0.4927	-4.57237
0.4928	-4.57247
0.4929	-4.57258
0.493	-4.57269
0.4931	-4.57279
0.4932	-4.5729
0.4933	-4.57301
0.4934	-4.57311
0.4935	-4.57322
0.4936	-4.57333
0.4937	-4.57343
0.4938	-4.57354
0.4939	-4.57364
0.494	-4.57375
0.4941	-4.57386
0.4942	-4.57396
0.4943	-4.57407
0.4944	-4.57418
0.4945	-4.57428
0.4946	-4.57439
0.4947	-4.57449
0.4948	-4.5746
0.4949	-4.57471
0.495	-4.57481
0.4951	-4.57492
0.4952	-4.57502
0.4953	-4.57513
0.4954	-4.57524
0.4955	-4.57534
0.4956	-4.57545
0.4957	-4.57555
0.4958	-4.57566
0.4959	-4.57577
0.496	-4.57587
0.4961	-4.57598
0.4962	-4.57608
0.4963	-4.57619
0.4964	-4.5763
0.4965	-4.5764
0.4966	-4.57651
0.4967	-4.57661
0.4968	-4.57672
0.4969	-4.57682
0.497	-4.57693
0.4971	-4.57704
0.4972	-4.57714
0.4973	-4.57725
0.4974	-4.57735
0.4975	-4.57746
0.4976	-4.57756
0.4977	-4.57767
0.4978	-4.57778
0.4979	-4.57788
0.498	-4.57799
0.4981	-4.57809
0.4982	-4.5782
0.4983	-4.5783
0.4984	-4.57841
0.4985	-4.57851
0.4986	-4.57862
0.4987	-4.57873
0.4988	-4.57883
0.4989	-4.57894
0.499	-4.57904
0.4991	-4.57915
0.4992	-4.57925
0.4993	-4.57936
0.4994	-4.57946
0.4995	-4.57957
0.4996	-4.57967
0.4997	-4.57978
0.4998	-4.57988
0.4999	-4.57999
0.5	-4.58009
0.5001	-4.5802
0.5002	-4.58031
0.5003	-4.58041
0.5004	-4.58052
0.5005	-4.58062
0.5006	-4.58073
0.5007	-4.58083
0.5008	-4.58094
0.5009	-4.58104
0.501	-4.58115
0.5011	-4.58125
0.5012	-4.58136
0.5013	-4.58146
0.5014	-4.58157
0.5015	-4.58167
0.5016	-4.58178
0.5017	-4.58188
0.5018	-4.58199
0.5019	-4.58209
0.502	-4.5822
0.5021	-4.5823
0.5022	-4.58241
0.5023	-4.58251
0.5024	-4.58262
0.5025	-4.58272
0.5026	-4.58283
0.5027	-4.58293
0.5028	-4.58304
0.5029	-4.58314
0.503	-4.58325
0.5031	-4.58335
0.5032	-4.58345
0.5033	-4.58356
0.5034	-4.58366
0.5035	-4.58377
0.5036	-4.58387
0.5037	-4.58398
0.5038	-4.58408
0.5039	-4.58419
0.504	-4.58429
0.5041	-4.5844
0.5042	-4.5845
0.5043	-4.58461
0.5044	-4.58471
0.5045	-4.58482
0.5046	-4.58492
0.5047	-4.58502
0.5048	-4.58513
0.5049	-4.58523
0.505	-4.58534
0.5051	-4.58544
0.5052	-4.58555
0.5053	-4.58565
0.5054	-4.58576
0.5055	-4.58586
0.5056	-4.58596
0.5057	-4.58607
0.5058	-4.58617
0.5059	-4.58628
0.506	-4.58638
0.5061	-4.58649
0.5062	-4.58659
0.5063	-4.58669
0.5064	-4.5868
0.5065	-4.5869
0.5066	-4.58701
0.5067	-4.58711
0.5068	-4.58722
0.5069	-4.58732
0.507	-4.58742
0.5071	-4.58753
0.5072	-4.58763
0.5073	-4.58773
0.5074	-4.58784
0.5075	-4.58794
0.5076	-4.58804
0.5077	-4.58815
0.5078	-4.58825
0.5079	-4.58835
0.508	-4.58846
0.5081	-4.58856
0.5082	-4.58866
0.5083	-4.58877
0.5084	-4.58887
0.5085	-4.58897
0.5086	-4.58908
0.5087	-4.58918
0.5088	-4.58928
0.5089	-4.58939
0.509	-4.58949
0.5091	-4.58959
0.5092	-4.5897
0.5093	-4.5898
0.5094	-4.5899
0.5095	-4.59001
0.5096	-4.59011
0.5097	-4.59021
0.5098	-4.59031
0.5099	-4.59042
0.51	-4.59052
0.5101	-4.59062
0.5102	-4.59073
0.5103	-4.59083
0.5104	-4.59093
0.5105	-4.59104
0.5106	-4.59114
0.5107	-4.59124
0.5108	-4.59134
0.5109	-4.59145
0.511	-4.59155
0.5111	-4.59165
0.5112	-4.59176
0.5113	-4.59186
0.5114	-4.59196
0.5115	-4.59206
0.5116	-4.59217
0.5117	-4.59227
0.5118	-4.59237
0.5119	-4.59248
0.512	-4.59258
0.5121	-4.59268
0.5122	-4.59278
0.5123	-4.59289
0.5124	-4.59299
0.5125	-4.59309
0.5126	-4.59319
0.5127	-4.5933
0.5128	-4.5934
0.5129	-4.5935
0.513	-4.5936
0.5131	-4.59371
0.5132	-4.59381
0.5133	-4.59391
0.5134	-4.59401
0.5135	-4.59412
0.5136	-4.59422
0.5137	-4.59432
0.5138	-4.59442
0.5139	-4.59453
0.514	-4.59463
0.5141	-4.59473
0.5142	-4.59483
0.5143	-4.59494
0.5144	-4.59504
0.5145	-4.59514
0.5146	-4.59524
0.5147	-4.59535
0.5148	-4.59545
0.5149	-4.59555
0.515	-4.59565
0.5151	-4.59575
0.5152	-4.59586
0.5153	-4.59596
0.5154	-4.59606
0.5155	-4.59616
0.5156	-4.59627
0.5157	-4.59637
0.5158	-4.59647
0.5159	-4.59657
0.516	-4.59667
0.5161	-4.59678
0.5162	-4.59688
0.5163	-4.59698
0.5164	-4.59708
0.5165	-4.59718
0.5166	-4.59729
0.5167	-4.59739
0.5168	-4.59749
0.5169	-4.59759
0.517	-4.59769
0.5171	-4.5978
0.5172	-4.5979
0.5173	-4.598
0.5174	-4.5981
0.5175	-4.5982
0.5176	-4.59831
0.5177	-4.59841
0.5178	-4.59851
0.5179	-4.59861
0.518	-4.59871
0.5181	-4.59881
0.5182	-4.59892
0.5183	-4.59902
0.5184	-4.59912
0.5185	-4.59922
0.5186	-4.59932
0.5187	-4.59943
0.5188	-4.59953
0.5189	-4.59963
0.519	-4.59973
0.5191	-4.59983
0.5192	-4.59993
0.5193	-4.60004
0.5194	-4.60014
0.5195	-4.60024
0.5196	-4.60034
0.5197	-4.60044
0.5198	-4.60054
0.5199	-4.60064
0.52	-4.60075
0.5201	-4.60085
0.5202	-4.60095
0.5203	-4.60105
0.5204	-4.60115
0.5205	-4.60125
0.5206	-4.60135
0.5207	-4.60146
0.5208	-4.60156
0.5209	-4.60166
0.521	-4.60176
