-1	-1.30043
-3.00432	-8.57531
-3.3032	-8.8625
-3.47857	-9.03187
-3.60314	-9.15344
-3.69984	-9.24708
-3.77887	-9.32615
-3.84572	-9.39214
-3.90363	-9.4494
-3.95472	-9.4993
-4.00043	-9.54468
-4.04179	-9.58632
-4.07954	-9.62329
-4.11428	-9.65783
-4.14644	-9.68983
-4.17638	-9.72003
-4.20439	-9.7479
-4.2307	-9.77371
-4.25551	-9.79877
-4.27898	-9.82213
-4.30125	-9.8443
-4.32243	-9.86509
-4.34262	-9.88523
-4.36192	-9.90473
-4.38039	-9.92289
-4.39811	-9.94054
-4.41514	-9.95753
-4.43152	-9.97388
-4.44731	-9.98985
-4.46255	-10.005
-4.47727	-10.0197
-4.4915	-10.0339
-4.50529	-10.0474
-4.51865	-10.061
-4.53161	-10.0737
-4.54419	-10.0865
-4.55642	-10.0987
-4.56832	-10.1105
-4.5799	-10.1219
-4.59118	-10.1333
-4.60217	-10.1443
-4.61289	-10.1549
-4.62335	-10.1655
-4.63357	-10.1756
-4.64355	-10.1856
-4.65331	-10.1952
-4.66285	-10.2049
-4.67219	-10.2141
-4.68133	-10.2232
-4.69028	-10.2322
-4.69906	-10.241
-4.70766	-10.2495
-4.71609	-10.258
-4.72436	-10.2662
-4.73247	-10.2743
-4.74044	-10.2822
-4.74827	-10.2901
-4.75595	-10.2978
-4.7635	-10.3054
-4.77093	-10.3128
-4.77822	-10.3201
-4.7854	-10.3271
-4.79246	-10.3343
-4.79941	-10.3411
-4.80625	-10.348
-4.81298	-10.3548
-4.81961	-10.3614
-4.82614	-10.3679
-4.83257	-10.3743
-4.83891	-10.3807
-4.84516	-10.3869
-4.85132	-10.393
-4.85739	-10.3991
-4.86338	-10.4051
-4.86929	-10.411
-4.87512	-10.4168
-4.88087	-10.4225
-4.88655	-10.4282
-4.89215	-10.4338
-4.89768	-10.4394
-4.90314	-10.4449
-4.90854	-10.4502
-4.91387	-10.4556
-4.91913	-10.4607
-4.92433	-10.4659
-4.92947	-10.4711
-4.93455	-10.4762
-4.93957	-10.4812
-4.94453	-10.4861
-4.94944	-10.4911
-4.95429	-10.4959
-4.95909	-10.5007
-4.96384	-10.5054
-4.96853	-10.5101
-4.97317	-10.5148
-4.97777	-10.5194
-4.98232	-10.5239
-4.98682	-10.5284
-4.99127	-10.5329
-4.99568	-10.5373
-5.00004	-10.5416
-5.00436	-10.5459
-5.00864	-10.5502
-5.01288	-10.5544
-5.01708	-10.5587
-5.02123	-10.5627
-5.02535	-10.5668
-5.02942	-10.571
-5.03346	-10.575
-5.03747	-10.579
-5.04143	-10.583
-5.04536	-10.5868
-5.04926	-10.5908
-5.05312	-10.5947
-5.05694	-10.5984
-5.06074	-10.6022
-5.0645	-10.606
-5.06822	-10.6097
-5.07192	-10.6134
-5.07558	-10.6171
-5.07922	-10.6207
-5.08282	-10.6243
-5.0864	-10.6279
-5.08994	-10.6315
-5.09346	-10.6349
-5.09694	-10.6384
-5.10041	-10.6419
-5.10384	-10.6454
-5.10724	-10.6487
-5.11062	-10.6522
-5.11398	-10.6555
-5.1173	-10.6588
-5.12061	-10.6621
-5.12388	-10.6654
-5.12714	-10.6685
-5.13037	-10.6718
-5.13357	-10.675
-5.13675	-10.6783
-5.13991	-10.6815
-5.14305	-10.6845
-5.14616	-10.6877
-5.14925	-10.6907
-5.15232	-10.6938
-5.15537	-10.6969
-5.15839	-10.6998
-5.1614	-10.7028
-5.16438	-10.7058
-5.16735	-10.7088
-5.17029	-10.7118
-5.17322	-10.7146
-5.17612	-10.7176
-5.17901	-10.7206
-5.18187	-10.7233
-5.18472	-10.7261
-5.18755	-10.7291
-5.19036	-10.7318
-5.19315	-10.7346
-5.19593	-10.7374
-5.19868	-10.74
-5.20142	-10.7429
-5.20415	-10.7456
-5.20685	-10.7482
-5.20954	-10.7509
-5.21221	-10.7536
-5.21487	-10.7563
-5.21751	-10.759
-5.22013	-10.7615
-5.22274	-10.7642
-5.22534	-10.7668
-5.22791	-10.7694
-5.23047	-10.772
-5.23302	-10.7745
-5.23555	-10.777
-5.23807	-10.7794
-5.24057	-10.782
-5.24306	-10.7845
-5.24554	-10.7869
-5.248	-10.7895
-5.25044	-10.7919
-5.25288	-10.7943
-5.2553	-10.7967
-5.2577	-10.799
-5.2601	-10.8016
-5.26247	-10.804
-5.26484	-10.8062
-5.2672	-10.8087
-5.26954	-10.811
-5.27186	-10.8133
-5.27418	-10.8156
-5.27648	-10.8179
-5.27878	-10.8203
-5.28106	-10.8224
-5.28332	-10.8248
-5.28558	-10.8271
-5.28782	-10.8293
-5.29006	-10.8314
-5.29228	-10.8337
-5.29449	-10.836
-5.29669	-10.838
-5.29887	-10.8403
-5.30105	-10.8426
-5.30322	-10.8447
-5.30537	-10.8468
-5.30752	-10.8488
-5.30965	-10.8509
-5.31178	-10.8532
-5.31389	-10.8551
-5.31599	-10.8574
-5.31808	-10.8596
-5.32017	-10.8616
-5.32224	-10.8635
-5.3243	-10.8658
-5.32636	-10.8677
-5.3284	-10.8699
-5.33043	-10.8719
-5.33246	-10.8739
-5.33447	-10.8759
-5.33648	-10.8779
-5.33848	-10.88
-5.34046	-10.882
-5.34244	-10.8838
-5.34441	-10.8858
-5.34637	-10.8879
-5.34832	-10.8897
-5.35027	-10.8918
-5.3522	-10.8936
-5.35413	-10.8955
-5.35604	-10.8975
-5.35795	-10.8995
-5.35985	-10.9011
-5.36175	-10.9029
-5.36363	-10.905
-5.36551	-10.9069
-5.36737	-10.9088
-5.36923	-10.9107
-5.37109	-10.9123
-5.37293	-10.9143
-5.37477	-10.9161
-5.3766	-10.9178
-5.37842	-10.9198
-5.38023	-10.9214
-5.38204	-10.9234
-5.38383	-10.9251
-5.38562	-10.927
-5.38741	-10.9288
-5.38918	-10.9304
-5.39095	-10.9324
-5.39271	-10.9341
-5.39447	-10.9358
-5.39622	-10.9376
-5.39796	-10.9394
-5.39969	-10.9412
-5.40142	-10.9428
-5.40314	-10.9445
-5.40485	-10.9462
-5.40656	-10.948
-5.40826	-10.9496
-5.40995	-10.9514
-5.41164	-10.9531
-5.41332	-10.9546
-5.41499	-10.9565
-5.41666	-10.9578
-5.41832	-10.9594
-5.41997	-10.9613
-5.42162	-10.963
-5.42326	-10.9644
-5.4249	-10.9662
-5.42653	-10.968
-5.42815	-10.9696
-5.42977	-10.9712
-5.43138	-10.9728
-5.43299	-10.9744
-5.43458	-10.9758
-5.43618	-10.9776
-5.43777	-10.979
-5.43935	-10.9809
-5.44092	-10.9822
-5.4425	-10.9838
-5.44406	-10.9853
-5.44562	-10.9869
-5.44717	-10.9885
-5.44872	-10.99
-5.45026	-10.9914
-5.4518	-10.9933
-5.45333	-10.9946
-5.45486	-10.9961
-5.45638	-10.9977
-5.4579	-10.9994
-5.45941	-11.0006
-5.46091	-11.0023
-5.46241	-11.0038
-5.46391	-11.0054
-5.4654	-11.0066
-5.46688	-11.0083
-5.46836	-11.0096
-5.46984	-11.0113
-5.47131	-11.0125
-5.47277	-11.0141
-5.47423	-11.0155
-5.47569	-11.0171
-5.47714	-11.0186
-5.47858	-11.0199
-5.48002	-11.0212
-5.48146	-11.0226
-5.48289	-11.0243
-5.48431	-11.0254
-5.48574	-11.0272
